candidate_id,candidate_name,candidate_url,party,criminal_cases,education,age,total_assets,liabilities,constituency,constituency_id,district,total_assets_inr,liabilities_inr,age_int,criminal_cases_int
1275,Valarmathi.B,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1275,AIADMK,2,10th Pass,68,,,THOUSAND LIGHTS,13,THIYAGARAYANAGAR,,,68,2
2147,Valarmathi.E,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2147,IND,0,8th Pass,62,"Rs 3,01,000 ~ 3 Lacs+",Rs 0 ~,THOUSAND LIGHTS,13,THIYAGARAYANAGAR,3010003.0,0.0,62,0
2148,Valarmathy.D,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2148,IND,0,8th Pass,49,"Rs 5,82,000 ~ 5 Lacs+",Rs 0 ~,THOUSAND LIGHTS,13,THIYAGARAYANAGAR,5820005.0,0.0,49,0
1313,Aassan Maulaana J.M.H,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1313,INC,4,Post Graduate,42,"Rs 16,32,75,450 ~ 16 Crore+","Rs 24,28,591 ~ 24 Lacs+",VELACHERY,4,THOUSAND LIGHTS,16327545016.0,242859124.0,42,4
4014,Ahammed Nazeer Khan,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=4014,IND,0,10th Pass,40,"Rs 2,58,111 ~ 2 Lacs+","Rs 50,000 ~ 50 Thou+",VELACHERY,4,THOUSAND LIGHTS,2581112.0,5000050.0,40,0
4012,Ashok. M,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=4012,IND,0,8th Pass,46,,,VELACHERY,4,THOUSAND LIGHTS,,,46,0
214,Ashok. M.K,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=214,AIADMK,5,Post Graduate,54,"Rs 15,36,03,759 ~ 15 Crore+","Rs 5,27,83,369 ~ 5 Crore+",VELACHERY,4,THOUSAND LIGHTS,15360375915.0,527833695.0,54,5
4013,Azarutheen. M,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=4013,IND,0,Graduate Professional,37,"Rs 70,12,600 ~ 70 Lacs+","Rs 4,00,000 ~ 4 Lacs+",VELACHERY,4,THOUSAND LIGHTS,701260070.0,4000004.0,37,0
4021,Bhaskar. G,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=4021,IND,0,8th Pass,47,,,VELACHERY,4,THOUSAND LIGHTS,,,47,0
4020,Deepak Ravi,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=4020,IND,0,Graduate,31,"Rs 5,90,000 ~ 5 Lacs+",Rs 0 ~,VELACHERY,4,THOUSAND LIGHTS,5900005.0,0.0,31,0
4019,Diwakar. R,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=4019,IND,0,Graduate,28,"Rs 20,000 ~ 20 Thou+",Rs 0 ~,VELACHERY,4,THOUSAND LIGHTS,2000020.0,0.0,28,0
4016,Kala Pethachi,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=4016,IND,1,Graduate,61,"Rs 65,80,000 ~ 65 Lacs+","Rs 4,00,000 ~ 4 Lacs+",VELACHERY,4,THOUSAND LIGHTS,658000065.0,4000004.0,61,1
4009,Kanchana. R,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=4009,Tamizhaga Murpokku Makkal Katchi,0,Post Graduate,48,"Rs 17,27,051 ~ 17 Lacs+","Rs 40,49,000 ~ 40 Lacs+",VELACHERY,4,THOUSAND LIGHTS,172705117.0,404900040.0,48,0
4015,Kannan. K,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=4015,IND,0,Graduate Professional,53,,,VELACHERY,4,THOUSAND LIGHTS,,,53,0
215,Keerthana. M,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=215,Naam Tamilar Katchi,0,Post Graduate,33,"Rs 2,30,00,000 ~ 2 Crore+","Rs 41,65,406 ~ 41 Lacs+",VELACHERY,4,THOUSAND LIGHTS,230000002.0,416540641.0,33,0
865,Kumar. R,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=865,Tamilaga Vettri Kazhagam,0,Graduate Professional,60,"Rs 1,17,83,60,444 ~ 117 Crore+","Rs 1,59,49,204 ~ 1 Crore+",VELACHERY,4,THOUSAND LIGHTS,1178360444117.0,159492041.0,60,0
867,Mani. M,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=867,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,0,Graduate,49,,,VELACHERY,4,THOUSAND LIGHTS,,,49,0
868,Mohamed Yaseen. I,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=868,Thakkam Katchi,0,Graduate,30,"Rs 11,51,568 ~ 11 Lacs+",Rs 0 ~,VELACHERY,4,THOUSAND LIGHTS,115156811.0,0.0,30,0
4022,Mohan. R,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=4022,IND,0,8th Pass,69,"Rs 8,02,250 ~ 8 Lacs+",Rs 0 ~,VELACHERY,4,THOUSAND LIGHTS,8022508.0,0.0,69,0
4010,Poyyamozhi. M,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=4010,Proutist Sarva Samaj,0,12th Pass,69,"Rs 1,61,63,250 ~ 1 Crore+",Rs 0 ~,VELACHERY,4,THOUSAND LIGHTS,161632501.0,0.0,69,0
4023,Radhakrishnan. D.R,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=4023,IND,0,Graduate Professional,43,"Rs 1,10,000 ~ 1 Lacs+","Rs 50,414 ~ 50 Thou+",VELACHERY,4,THOUSAND LIGHTS,1100001.0,5041450.0,43,0
4024,Rajasekar. S,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=4024,IND,0,12th Pass,37,,,VELACHERY,4,THOUSAND LIGHTS,,,37,0
4025,Ritish,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=4025,IND,0,Others,36,"Rs 32,527 ~ 32 Thou+",Rs 0 ~,VELACHERY,4,THOUSAND LIGHTS,3252732.0,0.0,36,0
4011,Rokesh Kumar. V,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=4011,Tamizhaga Vaazhvurimai Katchi,0,Others,30,"Rs 1,18,500 ~ 1 Lacs+",Rs 0 ~,VELACHERY,4,THOUSAND LIGHTS,1185001.0,0.0,30,0
4017,Sarabeshwar Sisu. P,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=4017,IND,0,Graduate Professional,25,,,VELACHERY,4,THOUSAND LIGHTS,,,25,0
4018,Suresh K,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=4018,IND,0,8th Pass,49,"Rs 37,451 ~ 37 Thou+",Rs 0 ~,VELACHERY,4,THOUSAND LIGHTS,3745137.0,0.0,49,0
4026,Vignesh. M,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=4026,IND,0,Post Graduate,34,"Rs 46,07,847 ~ 46 Lacs+",Rs 0 ~,VELACHERY,4,THOUSAND LIGHTS,460784746.0,0.0,34,0
222,Aadhav Arjuna,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=222,Tamilaga Vettri Kazhagam,1,Graduate,43,"Rs 5,34,90,36,735 ~ 534 Crore+","Rs 26,26,74,946 ~ 26 Crore+",VILLIVAKKAM,7,VELACHERY,5349036735534.0,26267494626.0,43,1
1442,Abdul Shabeek A,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1442,Tamizhaga Vaazhvurimai Katchi,0,Others,42,"Rs 14,94,000 ~ 14 Lacs+","Rs 6,80,000 ~ 6 Lacs+",VILLIVAKKAM,7,VELACHERY,149400014.0,6800006.0,42,0
235,Ajithkumar A,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=235,Thakkam Katchi,0,Post Graduate,32,,,VILLIVAKKAM,7,VELACHERY,,,32,0
1452,Anbazhagan G,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1452,IND,0,Post Graduate,59,"Rs 78,53,462 ~ 78 Lacs+",Rs 0 ~,VILLIVAKKAM,7,VELACHERY,785346278.0,0.0,59,0
1448,Ashok Kumar C.A,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1448,IND,0,Graduate Professional,55,"Rs 4,30,90,250 ~ 4 Crore+","Rs 1,93,00,000 ~ 1 Crore+",VILLIVAKKAM,7,VELACHERY,430902504.0,193000001.0,55,0
1462,Balamurali G,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1462,IND,0,Others,35,,,VILLIVAKKAM,7,VELACHERY,,,35,0
1451,Charavanan M.P,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1451,IND,0,Graduate,65,"Rs 54,17,102 ~ 54 Lacs+",Rs 0 ~,VILLIVAKKAM,7,VELACHERY,541710254.0,0.0,65,0
1455,Devarajan G,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1455,IND,0,12th Pass,52,"Rs 1,77,82,701 ~ 1 Crore+","Rs 1,93,004 ~ 1 Lacs+",VILLIVAKKAM,7,VELACHERY,177827011.0,1930041.0,52,0
1447,Jaya Zeba C,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1447,IND,0,Graduate Professional,41,"Rs 8,60,000 ~ 8 Lacs+","Rs 6,45,000 ~ 6 Lacs+",VILLIVAKKAM,7,VELACHERY,8600008.0,6450006.0,41,0
234,Kandasamy S,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=234,IND,0,10th Pass,60,"Rs 2,84,000 ~ 2 Lacs+",Rs 0 ~,VILLIVAKKAM,7,VELACHERY,2840002.0,0.0,60,0
1453,Kannan M,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1453,IND,0,12th Pass,41,,,VILLIVAKKAM,7,VELACHERY,,,41,0
1460,Karthick P,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1460,IND,0,8th Pass,37,"Rs 15,50,026 ~ 15 Lacs+","Rs 6,22,930 ~ 6 Lacs+",VILLIVAKKAM,7,VELACHERY,155002615.0,6229306.0,37,0
1461,Karthick S,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1461,IND,0,Illiterate,36,"Rs 16,05,800 ~ 16 Lacs+",Rs 0 ~,VILLIVAKKAM,7,VELACHERY,160580016.0,0.0,36,0
1320,Karthik Mohan,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1320,DMK,0,Post Graduate,45,,,VILLIVAKKAM,7,VELACHERY,,,45,0
1458,Manimaran P,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1458,IND,0,5th Pass,60,"Rs 2,02,000 ~ 2 Lacs+",Rs 0 ~,VILLIVAKKAM,7,VELACHERY,2020002.0,0.0,60,0
1456,Murali R,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1456,IND,0,Graduate,36,"Rs 14,600 ~ 14 Thou+",Rs 0 ~,VILLIVAKKAM,7,VELACHERY,1460014.0,0.0,36,0
1459,Purushothaman P,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1459,IND,0,10th Pass,45,"Rs 1,99,42,250 ~ 1 Crore+","Rs 4,61,387 ~ 4 Lacs+",VILLIVAKKAM,7,VELACHERY,199422501.0,4613874.0,45,0
1457,Raji M,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1457,IND,0,8th Pass,62,"Rs 2,06,000 ~ 2 Lacs+",Rs 0 ~,VILLIVAKKAM,7,VELACHERY,2060002.0,0.0,62,0
1441,Roshini S,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1441,Naam Tamilar Katchi,0,8th Pass,30,,,VILLIVAKKAM,7,VELACHERY,,,30,0
1450,Shanmuga D,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1450,IND,0,Graduate Professional,30,"Rs 3,73,111 ~ 3 Lacs+","Rs 1,20,800 ~ 1 Lacs+",VILLIVAKKAM,7,VELACHERY,3731113.0,1208001.0,30,0
1443,Solomon J.R,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1443,IND,0,10th Pass,50,"Rs 6,47,300 ~ 6 Lacs+",Rs 0 ~,VILLIVAKKAM,7,VELACHERY,6473006.0,0.0,50,0
1449,Subramani K,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1449,IND,0,Post Graduate,65,,,VILLIVAKKAM,7,VELACHERY,,,65,0
1445,Vijayakumar D,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1445,IND,0,8th Pass,51,"Rs 8,10,600 ~ 8 Lacs+",Rs 0 ~,VILLIVAKKAM,7,VELACHERY,8106008.0,0.0,51,0
1446,Vijayakumar G,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1446,IND,0,Graduate Professional,40,"Rs 30,22,000 ~ 30 Lacs+","Rs 9,00,000 ~ 9 Lacs+",VILLIVAKKAM,7,VELACHERY,302200030.0,9000009.0,40,0
1463,Yuvaraj S,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1463,IND,0,Illiterate,37,"Rs 44,941 ~ 44 Thou+","Rs 2,62,840 ~ 2 Lacs+",VILLIVAKKAM,7,VELACHERY,4494144.0,2628402.0,37,0
3983,Alex Pandian.K,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=3983,IND,0,Graduate Professional,27,"Rs 5,39,574 ~ 5 Lacs+",Rs 0 ~,VIRUGAMPAKKAM,15,VILLIVAKKAM,5395745.0,0.0,27,0
379,Balamurugan.P,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=379,Naam Indiar Party,0,Graduate,41,"Rs 30,71,000 ~ 30 Lacs+",Rs 0 ~,VIRUGAMPAKKAM,15,VILLIVAKKAM,307100030.0,0.0,41,0
3987,Chandra Sekar.K,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=3987,IND,0,12th Pass,44,,,VIRUGAMPAKKAM,15,VILLIVAKKAM,,,44,0
3990,Dineshkumar.N,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=3990,IND,0,Graduate Professional,34,"Rs 1,58,32,134 ~ 1 Crore+","Rs 13,34,451 ~ 13 Lacs+",VIRUGAMPAKKAM,15,VILLIVAKKAM,158321341.0,133445113.0,34,0
230,Esakkimuthunadar.P,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=230,IND,0,Illiterate,68,"Rs 40,000 ~ 40 Thou+",Rs 0 ~,VIRUGAMPAKKAM,15,VILLIVAKKAM,4000040.0,0.0,68,0
3984,Ezhilraj.D,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=3984,IND,0,Post Graduate,35,,,VIRUGAMPAKKAM,15,VILLIVAKKAM,,,35,0
3986,Gopinath.G,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=3986,IND,0,Graduate Professional,37,"Rs 3,05,332 ~ 3 Lacs+","Rs 1,79,815 ~ 1 Lacs+",VIRUGAMPAKKAM,15,VILLIVAKKAM,3053323.0,1798151.0,37,0
869,Jagadish.S,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=869,Republican Party of India (Athawale),1,12th Pass,28,"Rs 21,000 ~ 21 Thou+",Rs 0 ~,VIRUGAMPAKKAM,15,VILLIVAKKAM,2100021.0,0.0,28,1
377,Kumar.S,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=377,IND,0,12th Pass,57,"Rs 53,32,074 ~ 53 Lacs+",Rs 0 ~,VIRUGAMPAKKAM,15,VILLIVAKKAM,533207453.0,0.0,57,0
231,Lukmanbabu.S,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=231,IND,0,8th Pass,53,"Rs 12,59,000 ~ 12 Lacs+",Rs 0 ~,VIRUGAMPAKKAM,15,VILLIVAKKAM,125900012.0,0.0,53,0
870,Muthuraj.T,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=870,Tamizhaga Vaazhvurimai Katchi,0,5th Pass,41,,,VIRUGAMPAKKAM,15,VILLIVAKKAM,,,41,0
1328,Prabhakara Raja.A.M.V,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1328,DMK,1,Post Graduate,38,"Rs 5,63,42,985 ~ 5 Crore+","Rs 2,82,23,579 ~ 2 Crore+",VIRUGAMPAKKAM,15,VILLIVAKKAM,563429855.0,282235792.0,38,1
3991,Rangaraj.G,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=3991,IND,0,12th Pass,49,"Rs 26,04,000 ~ 26 Lacs+","Rs 6,48,375 ~ 6 Lacs+",VIRUGAMPAKKAM,15,VILLIVAKKAM,260400026.0,6483756.0,49,0
3992,Ravikumar,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=3992,IND,0,Graduate Professional,47,,,VIRUGAMPAKKAM,15,VILLIVAKKAM,,,47,0
3982,Roy George,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=3982,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,0,Others,63,"Rs 1,72,85,000 ~ 1 Crore+",Rs 0 ~,VIRUGAMPAKKAM,15,VILLIVAKKAM,172850001.0,0.0,63,0
3988,Sabarinathan.P,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=3988,IND,0,8th Pass,40,"Rs 3,13,064 ~ 3 Lacs+",Rs 0 ~,VIRUGAMPAKKAM,15,VILLIVAKKAM,3130643.0,0.0,40,0
378,Sankar.E,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=378,IND,0,10th Pass,54,"Rs 3,49,65,365 ~ 3 Crore+","Rs 40,49,000 ~ 40 Lacs+",VIRUGAMPAKKAM,15,VILLIVAKKAM,349653653.0,404900040.0,54,0
226,Santhosh,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=226,Naam Tamilar Katchi,2,12th Pass,37,"Rs 45,94,721 ~ 45 Lacs+","Rs 10,89,921 ~ 10 Lacs+",VIRUGAMPAKKAM,15,VILLIVAKKAM,459472145.0,108992110.0,37,2
3989,Srinivasan.M,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=3989,IND,0,Post Graduate,35,,,VIRUGAMPAKKAM,15,VILLIVAKKAM,,,35,0
3981,Sureshbabu.T.M,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=3981,Tamil Telugu National Party,0,12th Pass,64,"Rs 1,20,79,000 ~ 1 Crore+",Rs 0 ~,VIRUGAMPAKKAM,15,VILLIVAKKAM,120790001.0,0.0,64,0
3993,Venkatesan.C,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=3993,IND,0,8th Pass,35,"Rs 3,64,000 ~ 3 Lacs+",Rs 0 ~,VIRUGAMPAKKAM,15,VILLIVAKKAM,3640003.0,0.0,35,0
1329,Virugai V.N.Ravi,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1329,AIADMK,4,Graduate,63,,,VIRUGAMPAKKAM,15,VILLIVAKKAM,,,63,4
3037,A. Marimuthu,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=3037,IND,0,8th Pass,45,"Rs 17,926 ~ 17 Thou+",Rs 0 ~,COIMBATORE (NORTH),27,COIMBATORE,1792617.0,0.0,45,0
3038,A. Ramesh,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=3038,IND,0,Graduate,48,"Rs 75,017 ~ 75 Thou+",Rs 0 ~,COIMBATORE (NORTH),27,COIMBATORE,7501775.0,0.0,48,0
3031,A.K. Senthamizh Selvan,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=3031,IND,0,Post Graduate,42,,,COIMBATORE (NORTH),27,COIMBATORE,,,42,0
3035,Balu. P.M.,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=3035,IND,0,Post Graduate,41,"Rs 22,53,971 ~ 22 Lacs+","Rs 9,85,000 ~ 9 Lacs+",COIMBATORE (NORTH),27,COIMBATORE,225397122.0,9850009.0,41,0
1392,Durai. Senthamil Selvan,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1392,DMK,0,Graduate Professional,38,"Rs 1,98,42,409 ~ 1 Crore+","Rs 25,01,442 ~ 25 Lacs+",COIMBATORE (NORTH),27,COIMBATORE,198424091.0,250144225.0,38,0
3040,G. Rajkumar,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=3040,IND,0,12th Pass,63,,,COIMBATORE (NORTH),27,COIMBATORE,,,63,0
3024,G.D. Krishnakumar,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=3024,IND,0,8th Pass,49,"Rs 1,44,11,229 ~ 1 Crore+",Rs 0 ~,COIMBATORE (NORTH),27,COIMBATORE,144112291.0,0.0,49,0
3022,K. Raghul Gandhi,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=3022,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,1,10th Pass,37,"Rs 8,57,500 ~ 8 Lacs+","Rs 9,852 ~ 9 Thou+",COIMBATORE (NORTH),27,COIMBATORE,8575008.0,98529.0,37,1
872,K. Udhayakumar,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=872,Thamizhaka Padaippalar Makkal Katchi,0,8th Pass,56,"Rs 2,88,600 ~ 2 Lacs+",Rs 0 ~,COIMBATORE (NORTH),27,COIMBATORE,2886002.0,0.0,56,0
28,Narmadha. G.,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=28,Naam Tamilar Katchi,0,Post Graduate,44,"Rs 3,96,84,351 ~ 3 Crore+","Rs 17,50,000 ~ 17 Lacs+",COIMBATORE (NORTH),27,COIMBATORE,396843513.0,175000017.0,44,0
873,P. Krishnasamy,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=873,BSP,0,5th Pass,59,,,COIMBATORE (NORTH),27,COIMBATORE,,,59,0
3030,P. Saravanan,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=3030,IND,1,Not Given,40,"Rs 15,58,831 ~ 15 Lacs+","Rs 12,20,000 ~ 12 Lacs+",COIMBATORE (NORTH),27,COIMBATORE,155883115.0,122000012.0,40,1
3034,Palanikumar. V.,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=3034,IND,0,Others,40,"Rs 35,47,042 ~ 35 Lacs+","Rs 23,51,245 ~ 23 Lacs+",COIMBATORE (NORTH),27,COIMBATORE,354704235.0,235124523.0,40,0
3036,R. Manian,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=3036,IND,0,8th Pass,51,,,COIMBATORE (NORTH),27,COIMBATORE,,,51,0
3029,R. Sampath Kumar,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=3029,IND,0,10th Pass,40,"Rs 7,57,585 ~ 7 Lacs+",Rs 0 ~,COIMBATORE (NORTH),27,COIMBATORE,7575857.0,0.0,40,0
3026,R. Sathish Kumar,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=3026,IND,0,10th Pass,47,"Rs 4,27,727 ~ 4 Lacs+",Rs 0 ~,COIMBATORE (NORTH),27,COIMBATORE,4277274.0,0.0,47,0
3023,Rajasekaran. B.,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=3023,Tamizhaga Vaazhvurimai Katchi,0,10th Pass,47,"Rs 2,43,077 ~ 2 Lacs+","Rs 49,200 ~ 49 Thou+",COIMBATORE (NORTH),27,COIMBATORE,2430772.0,4920049.0,47,0
3039,Ravi. V,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=3039,IND,0,10th Pass,63,"Rs 76,000 ~ 76 Thou+",Rs 0 ~,COIMBATORE (NORTH),27,COIMBATORE,7600076.0,0.0,63,0
3033,S. Dhana Raj,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=3033,IND,0,12th Pass,43,,,COIMBATORE (NORTH),27,COIMBATORE,,,43,0
3021,S. Meenakshi Sundaram,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=3021,Tamizhaga Murpokku Makkal Katchi,0,Graduate,39,"Rs 4,68,300 ~ 4 Lacs+",Rs 0 ~,COIMBATORE (NORTH),27,COIMBATORE,4683004.0,0.0,39,0
3028,S. Sampathkumar,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=3028,IND,0,8th Pass,57,"Rs 62,62,000 ~ 62 Lacs+","Rs 7,80,000 ~ 7 Lacs+",COIMBATORE (NORTH),27,COIMBATORE,626200062.0,7800007.0,57,0
3020,S. Senthilkumar,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=3020,Samaniya Makkal Nala Katchi,0,12th Pass,49,,,COIMBATORE (NORTH),27,COIMBATORE,,,49,0
3025,V. Krishnan,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=3025,IND,0,8th Pass,55,"Rs 2,04,79,000 ~ 2 Crore+",Rs 0 ~,COIMBATORE (NORTH),27,COIMBATORE,204790002.0,0.0,55,0
3041,V. Lingaraja,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=3041,IND,0,Graduate Professional,39,"Rs 7,50,500 ~ 7 Lacs+",Rs 0 ~,COIMBATORE (NORTH),27,COIMBATORE,7505007.0,0.0,39,0
1391,Vanathi Srinivasan,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1391,BJP,0,Post Graduate,55,"Rs 13,34,94,366 ~ 13 Crore+","Rs 3,90,55,513 ~ 3 Crore+",COIMBATORE (NORTH),27,COIMBATORE,13349436613.0,390555133.0,55,0
2059,B. Dhandapani,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2059,New Generation Peoples Party,1,5th Pass,53,"Rs 90,75,035 ~ 90 Lacs+","Rs 1,00,000 ~ 1 Lacs+",COIMBATORE (SOUTH),28,COIMBATORE (NORTH),907503590.0,1000001.0,53,1
2074,B. Yuvaraj,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2074,IND,0,Graduate Professional,28,"Rs 48,15,113 ~ 48 Lacs+","Rs 36,50,000 ~ 36 Lacs+",COIMBATORE (SOUTH),28,COIMBATORE (NORTH),481511348.0,365000036.0,28,0
2079,D. Vigneshwaran,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2079,IND,0,Graduate Professional,34,,,COIMBATORE (SOUTH),28,COIMBATORE (NORTH),,,34,0
2060,G. Maheshwaran,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2060,Tamizhaga Murpokku Makkal Katchi,0,Post Graduate,41,"Rs 1,18,000 ~ 1 Lacs+",Rs 0 ~,COIMBATORE (SOUTH),28,COIMBATORE (NORTH),1180001.0,0.0,41,0
2058,Gokula Krishnan.S,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2058,Tamizhaga Vaazhvurimai Katchi,5,Graduate Professional,26,"Rs 4,45,12,300 ~ 4 Crore+","Rs 70,000 ~ 70 Thou+",COIMBATORE (SOUTH),28,COIMBATORE (NORTH),445123004.0,7000070.0,26,5
2064,Gopalakrishnan,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2064,IND,0,Graduate Professional,46,,,COIMBATORE (SOUTH),28,COIMBATORE (NORTH),,,46,0
2062,Imthiyas,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2062,IND,0,8th Pass,36,"Rs 4,71,840 ~ 4 Lacs+","Rs 55,844 ~ 55 Thou+",COIMBATORE (SOUTH),28,COIMBATORE (NORTH),4718404.0,5584455.0,36,0
2071,J. Praveenkumar,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2071,IND,0,Graduate Professional,28,"Rs 38,26,000 ~ 38 Lacs+",Rs 0 ~,COIMBATORE (SOUTH),28,COIMBATORE (NORTH),382600038.0,0.0,28,0
2069,K. Dinesh Kumar,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2069,IND,0,Graduate Professional,26,"Rs 53,58,465 ~ 53 Lacs+",Rs 0 ~,COIMBATORE (SOUTH),28,COIMBATORE (NORTH),535846553.0,0.0,26,0
