candidate_id,candidate_name,party,constituency,district,age_detail,age_int,education,education_full,self_profession,spouse_profession,s_o_d_o_w_o,voter_enrolled,candidate_url,assets_inr,liab_inr,net_worth_inr,liab_to_asset_ratio,movable_total_inr,movable_cash_inr,movable_deposits_inr,movable_shares_inr,movable_jewellery_inr,movable_vehicles_inr,movable_loans_given_inr,movable_company_holdings_count,immovable_total_inr,immovable_agri_land_inr,immovable_non_agri_land_inr,immovable_commercial_bldg_inr,immovable_residential_bldg_inr,immovable_zero_cost_non_inherited_count,immovable_outside_tn_flag,liab_bank_loans_inr,liab_income_tax_dues_inr,liab_govt_dept_dues_inr,liab_disputed_liability_inr,liquid_assets_inr,liquid_share_of_movable,movable_self_inr,movable_spouse_inr,itr_self_pan_given,itr_self_5y_total,itr_self_latest,itr_spouse_5y_total,wealth_to_income_ratio,criminal_total_cases,criminal_pending,criminal_convicted,criminal_charges_framed,criminal_serious_count,criminal_special_acts_count,criminal_women_court_count,criminal_repeat_station,appeal_filed_on_conviction,all_sections,all_special_acts,flag_assets_not_disclosed,flag_charges_framed,flag_convicted,flag_crorepati,flag_disputed_liability,flag_education_unknown,flag_govt_dues,flag_has_criminal_case,flag_high_cash,flag_liab_not_disclosed,flag_many_companies,flag_no_itr_filed,flag_pan_not_given,flag_profession_blank,flag_serious_crime,flag_special_act,flag_spouse_housewife_with_high_assets,flag_tax_dues,flag_voter_constituency_mismatch,flag_women_court,redflag_score,assets_total_inr,liabilities_total_inr,num_criminal_cases,education_summary,age_summary,criminal_cases_summary,total_assets_summary,liabilities_summary,criminal_cases_int,total_assets_inr,liabilities_inr,total_assets,liabilities,assets_total_inr_clean,liab_total_inr_clean,movable_lic_inr,movable_nss_inr,movable_other_movable_inr,immovable_other_immovable_inr,liab_other_liability_inr,liab_total_inr
922,Malathi K,Viduthalai Chiruthaigal Katchi,KALLAKURICHI (SC),KALLAKURICHI,46,46,Doctorate,,Lawyer,Lawyer,R.Thirukumaran,"188 Melur constituency, at Serial no 756 in Part no 90",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=922,65021551.0,6576971.0,58444580.0,0.10115063234957283,,,,,,,,,,,,,,,,,,,,0.0,,,,Y,2811840,697520,2512920,23.124200167861613,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,,,0,Doctorate,46,0,"Rs 6,50,21,551 ~ 6 Crore+","Rs 65,76,971 ~ 65 Lacs+",0,650215516.0,657697165.0,"Rs 6,50,21,551 ~ 6 Crore+","Rs 65,76,971 ~ 65 Lacs+",65021551.0,6576971.0,,,,,,
1188,Balaji R,DMK,MADURAI WEST,MADURAI SOUTH,44,44,Graduate Professional,,Lawyer & Social,Engineer & Social Service,Ranunathan,"195 Thiruparankundram constituency, at Serial no 153 in Part no 28",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1188,64439153.0,28768916.0,35670237.0,0.44645087125834815,,,,,,,,,,,,,,,,,,,,0.0,,,,Y,11956700,6702150,3698830,5.389376082029322,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,,,0,Graduate Professional,44,0,"Rs 6,44,39,153 ~ 6 Crore+","Rs 2,87,68,916 ~ 2 Crore+",0,644391536.0,287689162.0,"Rs 6,44,39,153 ~ 6 Crore+","Rs 2,87,68,916 ~ 2 Crore+",64439153.0,28768916.0,,,,,,
1356,Raama Sreenivasan,BJP,MADURAI SOUTH,MADURAI NORTH,61,61,Doctorate,,"Academician, Visiting Professor and Pensioner.","Housewife, pensioner.",Ramasamy,"189, Madurai East constituency, at Serial no 473 in Part no 69",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1356,57665381.0,2000000.0,55665381.0,0.034682854172072494,,,,,,,,,,,,,,,,,,,,0.0,,,,Y,7546440,1484060,9933940,7.641401906064316,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,,,0,Doctorate,61,0,"Rs 5,76,65,381 ~ 5 Crore+","Rs 20,00,000 ~ 20 Lacs+",0,576653815.0,200000020.0,"Rs 5,76,65,381 ~ 5 Crore+","Rs 20,00,000 ~ 20 Lacs+",57665381.0,2000000.0,,,,,,
2923,Gowtham C,IND,RISHIVANDIYAM,KALLAKURICHI (SC),32,32,Graduate Professional,,Business,NIL,Chezhiyan,"Thirukovilur constituency, at Serial no 210 in Part no 183",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2923,55475038.0,0.0,55475038.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,Y,2859720,901660,0,19.3987656134167,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,,,0,Graduate Professional,32,0,"Rs 5,54,75,038 ~ 5 Crore+",Rs 0 ~,0,554750385.0,0.0,"Rs 5,54,75,038 ~ 5 Crore+",Rs 0 ~,55475038.0,0.0,,,,,,
1258,K. S. Ravichandran,DMK,THIRU-VI-KA-NAGAR (SC),SAIDAPET,55,55,Graduate Professional,,Social Service & Advocate,Govt Advocate,P.K.Sanganathan,"Elumbur (SC) constituency, at Serial no 639 in Part no 93",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1258,55125679.0,7390902.0,47734777.0,0.1340736682808025,,,,,,,,,,,,,,,,,,,,0.0,,,,Y,5286300,1427400,10180238,10.428026975389214,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,,,0,Graduate Professional,55,0,"Rs 5,51,25,679 ~ 5 Crore+","Rs 73,90,902 ~ 73 Lacs+",0,551256795.0,739090273.0,"Rs 5,51,25,679 ~ 5 Crore+","Rs 73,90,902 ~ 73 Lacs+",55125679.0,7390902.0,,,,,,
100,Venkataramanan. P,Tamilaga Vettri Kazhagam,MYLAPORE,KOLATHUR,48,48,Post Graduate,,Lawyer,Trustee - Sai Vijay Charitable Trust,Padmanaaban,"21 - Annanagar constituency, at Serial no 219 in Part no 239",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=100,54084284.0,2550000.0,51534284.0,0.04714863193899359,,,,,,,,,,,,,,,,,,,,0.0,,,,Y,3799320,1085270,200000,14.235253676973775,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,,,0,Post Graduate,48,0,"Rs 5,40,84,284 ~ 5 Crore+","Rs 25,50,000 ~ 25 Lacs+",0,540842845.0,255000025.0,"Rs 5,40,84,284 ~ 5 Crore+","Rs 25,50,000 ~ 25 Lacs+",54084284.0,2550000.0,,,,,,
3102,K. Kalaiyarasan,Party for the Rights of Other backward Classes,ERODE (WEST),ERODE (EAST),65,65,12th Pass,,Real Estate Business,Chit Funds,"P.Kandasamy,","Erode East constituency, at Serial no 589 in Part no 123",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=3102,53633909.0,6906639.0,46727270.0,0.12877373901648675,,,,,,,,,,,,,,,,,,,,0.0,,,,Y,4935880,1143140,4576490,10.866129038793488,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,,,0,12th Pass,65,0,"Rs 5,36,33,909 ~ 5 Crore+","Rs 69,06,639 ~ 69 Lacs+",0,536339095.0,690663969.0,"Rs 5,36,33,909 ~ 5 Crore+","Rs 69,06,639 ~ 69 Lacs+",53633909.0,6906639.0,,,,,,
901,Palanivel R,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,TITTAKUDI (SC),PANRUTI,56,56,Graduate Professional,,Doctor,Housewife,Rajamanickam,"152 Virudhachalam constituency, at Serial no 253 in Part no 64",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=901,50465370.0,293300.0,50172070.0,0.005811906263641781,,,,,,,,,,,,,,,,,,,,0.0,,,,Y,2817740,699990,0,17.909874580337434,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,,,0,Graduate Professional,56,0,"Rs 5,04,65,370 ~ 5 Crore+","Rs 2,93,300 ~ 2 Lacs+",0,504653705.0,2933002.0,"Rs 5,04,65,370 ~ 5 Crore+","Rs 2,93,300 ~ 2 Lacs+",50465370.0,293300.0,,,,,,
3134,Murali. M,Tamizhaga Vaazhvurimai Katchi,COLACHAL,KANNIYAKUMARI,55,55,12th Pass,,Business,Sewing Business,D. S. Muthumalai Nadar,"Avadi constituency, at Serial no 895 in Part no 106",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=3134,50462830.0,6200000.0,44262830.0,0.12286270904743155,,,,,,,,,,,,,,,,,,,,0.0,,,,Y,2325000,625000,0,21.704443010752687,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,,,0,12th Pass,55,0,"Rs 5,04,62,830 ~ 5 Crore+","Rs 62,00,000 ~ 62 Lacs+",0,504628305.0,620000062.0,"Rs 5,04,62,830 ~ 5 Crore+","Rs 62,00,000 ~ 62 Lacs+",50462830.0,6200000.0,,,,,,
445,Porkodi Armstrong,AIADMK,THIRU-VI-KA-NAGAR (SC),SAIDAPET,51,51,Graduate Professional,,"Advocate, Madras High Court",Nil,K. Armstrong,"13 Kolathur constituency, at Serial no 431 in Part no 231",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=445,49333342.0,3000000.0,46333342.0,0.06081080012783241,,,,,,,,,,,,,,,,,,,,0.0,,,,Y,6304660,1726480,0,7.824901263509848,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,,,0,Graduate Professional,51,0,"Rs 4,93,33,342 ~ 4 Crore+","Rs 30,00,000 ~ 30 Lacs+",0,493333424.0,300000030.0,"Rs 4,93,33,342 ~ 4 Crore+","Rs 30,00,000 ~ 30 Lacs+",49333342.0,3000000.0,,,,,,
1338,V.Srinidhi,INC,SINGANALLUR,POLLACHI,37,37,Graduate Professional,,Medical Shop/Saswat Shuttless Looms,Prop: Hind Tex Industries /Saswat Shuttless Looms,Venkatesamohan,"120, Coimbatore South constituency, at Serial no 462 in Part no 51",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1338,48684114.0,3302277.0,45381837.0,0.06783068908268516,,,,,,,,,,,,,,,,,,,,0.0,,,,Y,5153647,2237867,1845100,9.446536404220158,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,,,0,Graduate Professional,37,0,"Rs 4,86,84,114 ~ 4 Crore+","Rs 33,02,277 ~ 33 Lacs+",0,486841144.0,330227733.0,"Rs 4,86,84,114 ~ 4 Crore+","Rs 33,02,277 ~ 33 Lacs+",48684114.0,3302277.0,,,,,,
1388,Tharahai Cuthbert,INC,COLACHAL,KANNIYAKUMARI,51,51,Doctorate,,Proprietor And Taraz Readymade Garments And Uniform Manufacturing Unit,Nil,J.G. Cuthbert,"234 Killiyoor constituency, at Serial no 1165 in Part no 287",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1388,45114039.0,4122000.0,40992039.0,0.09136845406371175,,,,,,,,,,,,,,,,,,,,0.0,,,,Y,2240390,539560,0,20.136690040573292,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,,,0,Doctorate,51,0,"Rs 4,51,14,039 ~ 4 Crore+","Rs 41,22,000 ~ 41 Lacs+",0,451140394.0,412200041.0,"Rs 4,51,14,039 ~ 4 Crore+","Rs 41,22,000 ~ 41 Lacs+",45114039.0,4122000.0,,,,,,
3378,E.V.S.Rajakumar Naidu,Tamil Telugu National Party,ANNA NAGAR,CHENNAI,52,52,Post Graduate,,"Advocate , Madras High Court, Chairman of Private Ltd",NIL,E V Subbarayalu Naidu,"076 Thirukkoylur constituency, at Serial no 158 in Part no 306",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=3378,44601494.0,0.0,44601494.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,Y,2632880,698750,0,16.94019248883352,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,,,0,Post Graduate,52,0,"Rs 4,46,01,494 ~ 4 Crore+",Rs 0 ~,0,446014944.0,0.0,"Rs 4,46,01,494 ~ 4 Crore+",Rs 0 ~,44601494.0,0.0,,,,,,
1448,Ashok Kumar C.A,IND,VILLIVAKKAM,VELACHERY,55,55,Graduate Professional,Graduate Professional,Advocate,Self Employed,R Appa Durai,"8 Ambattur constituency, at Serial no 576 in Part no 215",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1448,43090250.0,19300000.0,23790250.0,0.4478971461061377,197081.0,6950.0,185800.0,0.0,290.0,4041.0,0.0,0.0,112.0,0.0,0.0,98.0,14.0,1.0,False,0.0,0.0,0.0,0.0,7240.0,0.03673616431822448,190136.0,6945.0,Y,4192995,907551,3980167,10.276723439927784,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,43090250.0,19300000.0,0,Graduate Professional,55,0,"Rs 4,30,90,250 ~ 4 Crore+","Rs 1,93,00,000 ~ 1 Crore+",0,430902504.0,193000001.0,"Rs 4,30,90,250 ~ 4 Crore+","Rs 1,93,00,000 ~ 1 Crore+",43090250.0,19300000.0,0.0,0.0,0.0,0.0,27675000.0,27675000.0
167,Ambeth Rajan,Naam Tamilar Katchi,THIRUPORUR,TAMBARAM,70,70,Graduate,,Pensioner,Pensioner -Retired,RAJANGAM,"162 Poompuhar constituency, at Serial no 658 in Part no 280",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=167,41060820.0,0.0,41060820.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,Y,3460126,1236135,0,11.866856871686176,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,,,0,Graduate,70,0,"Rs 4,10,60,820 ~ 4 Crore+",Rs 0 ~,0,410608204.0,0.0,"Rs 4,10,60,820 ~ 4 Crore+",Rs 0 ~,41060820.0,0.0,,,,,,
932,Bervin Kings G,Tamilaga Vettri Kazhagam,NAGERCOIL,KILLIYOOR,39,39,Post Graduate,,"Business- Star Group(Proprieter), Raddx Health Care Pvt Ltd(Director)","Radpro teleradiology pvt ltd (Director), Radstar teleradiology ovt ltd(Director)",Gnanadas,"229- Kanyakumari Assembly Constituency constituency, at Serial no 336 in Part no 22",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=932,40175438.0,12707876.0,27467562.0,0.3163095819888759,,,,,,,,,,,,,,,,,,,,0.0,,,,Y,3883810,1149880,1122650,10.344336617908702,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,,,0,Post Graduate,39,0,"Rs 4,01,75,438 ~ 4 Crore+","Rs 1,27,07,876 ~ 1 Crore+",0,401754384.0,127078761.0,"Rs 4,01,75,438 ~ 4 Crore+","Rs 1,27,07,876 ~ 1 Crore+",40175438.0,12707876.0,,,,,,
28,Narmadha. G.,Naam Tamilar Katchi,COIMBATORE (NORTH),COIMBATORE,44,44,Post Graduate,Post Graduate,Housewife,Owner is a Private Company,GOPALAKRISHNAN,"COIMBATORE District constituency, at Serial no 987 in Part no 54",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=28,39684351.0,1750000.0,37934351.0,0.04409798713855746,200486.0,150000.0,0.0,0.0,450.0,36.0,50000.0,0.0,300.0,0.0,0.0,0.0,300.0,0.0,False,21.0,0.0,0.0,0.0,150450.0,0.7504264636932254,50400.0,150086.0,Y,30820,30820,1699939,1287.616839714471,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,39684351.0,1750000.0,0,Post Graduate,44,0,"Rs 3,96,84,351 ~ 3 Crore+","Rs 17,50,000 ~ 17 Lacs+",0,396843513.0,175000017.0,"Rs 3,96,84,351 ~ 3 Crore+","Rs 17,50,000 ~ 17 Lacs+",39684351.0,1750000.0,0.0,0.0,0.0,0.0,0.0,21.0
2006,R. Jayaseelan,IND,PERAMBUR,MYLAPORE,60,60,5th Pass,,Business,Business,Rajakani,"Maduravoyal constituency, at Serial no 382 in Part no 157",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2006,38685000.0,0.0,38685000.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,Y,2603200,685920,3007320,14.860556238475722,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,,,0,5th Pass,60,0,"Rs 3,86,85,000 ~ 3 Crore+",Rs 0 ~,0,386850003.0,0.0,"Rs 3,86,85,000 ~ 3 Crore+",Rs 0 ~,38685000.0,0.0,,,,,,
923,Ashok Kumar G,Tamilaga Vettri Kazhagam,RISHIVANDIYAM,KALLAKURICHI (SC),44,44,8th Pass,,Self-employment,Self-employment,C. Govindaswamy,"80 Kallakurichi constituency, at Serial no 412 in Part no 131",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=923,36945000.0,7939579.0,29005421.0,0.2149026661253214,,,,,,,,,,,,,,,,,,,,0.0,,,,Y,3888160,948480,2813130,9.50192378914448,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,,,0,8th Pass,44,0,"Rs 3,69,45,000 ~ 3 Crore+","Rs 79,39,579 ~ 79 Lacs+",0,369450003.0,793957979.0,"Rs 3,69,45,000 ~ 3 Crore+","Rs 79,39,579 ~ 79 Lacs+",36945000.0,7939579.0,,,,,,
378,Sankar.E,IND,VIRUGAMPAKKAM,VILLIVAKKAM,54,54,10th Pass,10th Pass,Grocery Business,NIL,Ellappan,"Ambattur constituency, at Serial no 474 in Part no 359",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=378,34965365.0,4049000.0,30916365.0,0.1158003069609026,3536376.0,60000.0,75800.0,3.0,560.0,13.0,0.0,0.0,809.0,219.0,254.0,0.0,336.0,0.0,False,1529000.0,0.0,0.0,0.0,60560.0,0.017124875861616526,1050016.0,86360.0,Y,2633310,699560,1897500,13.278104362950051,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,34965365.0,4049000.0,0,10th Pass,54,0,"Rs 3,49,65,365 ~ 3 Crore+","Rs 40,49,000 ~ 40 Lacs+",0,349653653.0,404900040.0,"Rs 3,49,65,365 ~ 3 Crore+","Rs 40,49,000 ~ 40 Lacs+",34965365.0,4049000.0,3400000.0,0.0,0.0,0.0,0.0,1529000.0
916,Vijay Venkatesh.M,Tamilaga Vettri Kazhagam,ANTHIYUR,ERODE,35,35,Graduate Professional,,Software Engineer,Software Engineer,Madhanagopal,"99 Erode constituency, at Serial no 254 in Part no 128",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=916,34833200.0,9484325.0,25348875.0,0.2722783149409184,,,,,,,,,,,,,,,,,,,,0.0,,,,Y,1926627,679370,0,18.079887803918453,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,,,0,Graduate Professional,35,0,"Rs 3,48,33,200 ~ 3 Crore+","Rs 94,84,325 ~ 94 Lacs+",0,348332003.0,948432594.0,"Rs 3,48,33,200 ~ 3 Crore+","Rs 94,84,325 ~ 94 Lacs+",34833200.0,9484325.0,,,,,,
101,Arun. R.L,Naam Tamilar Katchi,MYLAPORE,KOLATHUR,33,33,Graduate,,Private Company,House Wife,Lakshminarayan,"Kaundampalayam constituency, at Serial no 519 in Part no 509",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=101,34799109.0,1070626.0,33728483.0,0.03076590265572604,,,,,,,,,,,,,,,,,,,,0.0,,,,Y,6579114,1662497,0,5.289330599834567,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,,,0,Graduate,33,0,"Rs 3,47,99,109 ~ 3 Crore+","Rs 10,70,626 ~ 10 Lacs+",0,347991093.0,107062610.0,"Rs 3,47,99,109 ~ 3 Crore+","Rs 10,70,626 ~ 10 Lacs+",34799109.0,1070626.0,,,,,,
884,Sathish Raju Alias K.P.R. Sathish,Tamilaga Vettri Kazhagam,THONDAMUTHUR,SULUR,44,44,Post Graduate,,Business,Self-Employed,Raju,"Kaundampalayam constituency, at Serial no 52 in Part no 474",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=884,34772567.0,8543940.0,26228627.0,0.24570921094206247,,,,,,,,,,,,,,,,,,,,0.0,,,,Y,8141890,1017780,6193510,4.2708224994442325,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,,,0,Post Graduate,44,0,"Rs 3,47,72,567 ~ 3 Crore+","Rs 85,43,940 ~ 85 Lacs+",0,347725673.0,854394085.0,"Rs 3,47,72,567 ~ 3 Crore+","Rs 85,43,940 ~ 85 Lacs+",34772567.0,8543940.0,,,,,,
3110,Arumugam. P.V,IND,BHAVANI,ANTHIYUR,51,51,10th Pass,,Agriculture,House Wife,Vaiyapuri,"Erode constituency, at Serial no 574 in Part no 92",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=3110,32745000.0,1320000.0,31425000.0,0.04031149793861658,,,,,,,,,,,,,,,,,,,,0.0,,,,Y,1882140,430100,0,17.397749370397527,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,,,0,10th Pass,51,0,"Rs 3,27,45,000 ~ 3 Crore+","Rs 13,20,000 ~ 13 Lacs+",0,327450003.0,132000013.0,"Rs 3,27,45,000 ~ 3 Crore+","Rs 13,20,000 ~ 13 Lacs+",32745000.0,1320000.0,,,,,,
63,Kalamani Jaganathan,Naam Tamilar Katchi,KAVUNDAMPALAYAM,COIMBATORE (SOUTH),38,38,Graduate,Graduate,House Wife,Manager Private Company,Mr Jagannathan,"117 Koundampalayam Assembly constituency, at Serial no 831 in Part no 508",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=63,31121010.0,9201528.0,21919482.0,0.2956693243567609,3930959.0,105000.0,50359.0,0.0,464.0,136.0,0.0,0.0,1041.0,0.0,0.0,0.0,1041.0,0.0,False,5039680.0,0.0,0.0,0.0,105464.0,0.02682907656884745,1092513.0,63446.0,Y,2908080,1102240,3110160,10.701565981678634,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,31121010.0,9201528.0,0,Graduate,38,0,"Rs 3,11,21,010 ~ 3 Crore+","Rs 92,01,528 ~ 92 Lacs+",0,311210103.0,920152892.0,"Rs 3,11,21,010 ~ 3 Crore+","Rs 92,01,528 ~ 92 Lacs+",31121010.0,9201528.0,3775000.0,0.0,0.0,0.0,0.0,5039680.0
848,Maragatham Kumaravel.K,AIADMK,MADURANTAKAM (SC),CHEYYUR (SC),44,44,Post Graduate,,Political & House Wife,Business/OM Muruga Traders,S Kumaravel,"33 Thiruporur constituency, at Serial no 640 in Part no 118",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=848,30765145.0,2012704.0,28752441.0,0.0654215671663501,,,,,,,,,,,,,,,,,,,,0.0,,,,Y,5706480,1257000,15673730,5.3912648427752305,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,,,0,Post Graduate,44,0,"Rs 3,07,65,145 ~ 3 Crore+","Rs 20,12,704 ~ 20 Lacs+",0,307651453.0,201270420.0,"Rs 3,07,65,145 ~ 3 Crore+","Rs 20,12,704 ~ 20 Lacs+",30765145.0,2012704.0,,,,,,
895,Anand.K,Tamilaga Vettri Kazhagam,NEYVELI,KURINJIPADI,40,40,Graduate Professional,,Farmer,Self-Employment,Kaliyaperumal,"152 Virudhachalam constituency, at Serial no 406 in Part no 211",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=895,30705040.0,1463099.0,29241941.0,0.04765012519117383,,,,,,,,,,,,,,,,,,,,0.0,,,,Y,2494440,652950,2397030,12.30939208800372,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,,,0,Graduate Professional,40,0,"Rs 3,07,05,040 ~ 3 Crore+","Rs 14,63,099 ~ 14 Lacs+",0,307050403.0,146309914.0,"Rs 3,07,05,040 ~ 3 Crore+","Rs 14,63,099 ~ 14 Lacs+",30705040.0,1463099.0,,,,,,
1114,P K Sekarbabu,DMK,HARBOUR,EGMORE (SC),63,63,10th Pass,,Politics Public Services,Consultant,P Krishnasamy,"Thiru.V.K.Nagar constituency, at Serial no 71 in Part no 95",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1114,29379774.0,280000.0,29099774.0,0.009530366026641321,,,,,,,,,,,,,,,,,,,,0.0,,,,Y,3610130,592990,4932650,8.13814848772759,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,,,0,10th Pass,63,0,"Rs 2,93,79,774 ~ 2 Crore+","Rs 2,80,000 ~ 2 Lacs+",0,293797742.0,2800002.0,"Rs 2,93,79,774 ~ 2 Crore+","Rs 2,80,000 ~ 2 Lacs+",29379774.0,280000.0,,,,,,
1996,Dr.G. Moorthy,IND,PERAMBUR,MYLAPORE,46,46,Doctorate,,"Professional Research Advisor and Propritorship (Conquer Technologies, Chennai)","Self Employed and Managing Director for Conquer Technologies, Chennai",M.Govindaraj,"85 Mettur constituency, at Serial no 406 in Part no 108",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1996,28828251.0,4558024.0,24270227.0,0.1581096265604181,,,,,,,,,,,,,,,,,,,,0.0,,,,Y,2490200,306320,1294170,11.576680989478756,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,,,0,Doctorate,46,0,"Rs 2,88,28,251 ~ 2 Crore+","Rs 45,58,024 ~ 45 Lacs+",0,288282512.0,455802445.0,"Rs 2,88,28,251 ~ 2 Crore+","Rs 45,58,024 ~ 45 Lacs+",28828251.0,4558024.0,,,,,,
1101,S.Nagajothi,DMK,NILAKKOTTAI (SC),NATHAM,42,42,Graduate,,Business And Social Work,Business And Social Work,S. Sakthivel,"Nilakottai constituency, at Serial no 682 in Part no 125",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1101,26979054.0,9920914.0,17058140.0,0.3677265333321176,,,,,,,,,,,,,,,,,,,,0.0,,,,Y,1425550,497910,1443750,18.925364946862615,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,,,0,Graduate,42,0,"Rs 2,69,79,054 ~ 2 Crore+","Rs 99,20,914 ~ 99 Lacs+",0,269790542.0,992091499.0,"Rs 2,69,79,054 ~ 2 Crore+","Rs 99,20,914 ~ 99 Lacs+",26979054.0,9920914.0,,,,,,
1255,Dr.Nagesh Kumar. C,BJP,THALLY,KRISHNAGIRI,40,40,Post Graduate,,Medical Practitioner(Physician),Business (Pharmaceutical),Late. Chandrasekar,"Thalli constituency, at Serial no 712 in Part no 53",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1255,25998023.0,11015644.0,14982379.0,0.4237108337045475,,,,,,,,,,,,,,,,,,,,0.0,,,,Y,4978420,658160,1533080,5.222143370788323,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,,,0,Post Graduate,40,0,"Rs 2,59,98,023 ~ 2 Crore+","Rs 1,10,15,644 ~ 1 Crore+",0,259980232.0,110156441.0,"Rs 2,59,98,023 ~ 2 Crore+","Rs 1,10,15,644 ~ 1 Crore+",25998023.0,11015644.0,,,,,,
