candidate_id,candidate_name,party,constituency,district,age_detail,age_int,education,education_full,self_profession,spouse_profession,s_o_d_o_w_o,voter_enrolled,candidate_url,assets_inr,liab_inr,net_worth_inr,liab_to_asset_ratio,movable_total_inr,movable_cash_inr,movable_deposits_inr,movable_shares_inr,movable_jewellery_inr,movable_vehicles_inr,movable_loans_given_inr,movable_company_holdings_count,immovable_total_inr,immovable_agri_land_inr,immovable_non_agri_land_inr,immovable_commercial_bldg_inr,immovable_residential_bldg_inr,immovable_zero_cost_non_inherited_count,immovable_outside_tn_flag,liab_bank_loans_inr,liab_income_tax_dues_inr,liab_govt_dept_dues_inr,liab_disputed_liability_inr,liquid_assets_inr,liquid_share_of_movable,movable_self_inr,movable_spouse_inr,itr_self_pan_given,itr_self_5y_total,itr_self_latest,itr_spouse_5y_total,wealth_to_income_ratio,criminal_total_cases,criminal_pending,criminal_convicted,criminal_charges_framed,criminal_serious_count,criminal_special_acts_count,criminal_women_court_count,criminal_repeat_station,appeal_filed_on_conviction,all_sections,all_special_acts,flag_assets_not_disclosed,flag_charges_framed,flag_convicted,flag_crorepati,flag_disputed_liability,flag_education_unknown,flag_govt_dues,flag_has_criminal_case,flag_high_cash,flag_liab_not_disclosed,flag_many_companies,flag_no_itr_filed,flag_pan_not_given,flag_profession_blank,flag_serious_crime,flag_special_act,flag_spouse_housewife_with_high_assets,flag_tax_dues,flag_voter_constituency_mismatch,flag_women_court,redflag_score,assets_total_inr,liabilities_total_inr,num_criminal_cases,education_summary,age_summary,criminal_cases_summary,total_assets_summary,liabilities_summary,criminal_cases_int,total_assets_inr,liabilities_inr,total_assets,liabilities,assets_total_inr_clean,liab_total_inr_clean,movable_lic_inr,movable_nss_inr,movable_other_movable_inr,immovable_other_immovable_inr,liab_other_liability_inr,liab_total_inr
869,Jagadish.S,Republican Party of India (Athawale),VIRUGAMPAKKAM,VILLIVAKKAM,28,28,12th Pass,12th Pass,Business,Un Married,"Mr. Samson Raj,","22- Virugambakkam, constituency, at Serial no 113 in Part no 8",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=869,21000.0,0.0,21000.0,0.0,21000.0,20000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,20000.0,0.9523809523809523,21000.0,0.0,Y,0,0,0,,1.0,1.0,0.0,0.0,1.0,0.0,0.0,False,,"294B, 307, 341, 34",,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,4,21000.0,,1,12th Pass,28,1,"Rs 21,000 ~ 21 Thou+",Rs 0 ~,1,2100021.0,0.0,"Rs 21,000 ~ 21 Thou+",Rs 0 ~,21000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2978,Kannan K.,IND,JAYANKONDAM,ARIYALUR,39,39,Graduate,,Agriculture,,Mr. Karuppaiyan,"Jayangondam constituency, at Serial no 514 in Part no 173",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2978,12000.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,0,0,0,,1.0,1.0,0.0,0.0,1.0,0.0,0.0,False,,"296(B), 121(1), 118(1), 351(3)",,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,4,,,1,Graduate,39,1,"Rs 12,000 ~ 12 Thou+",Rs 0 ~,1,1200012.0,0.0,"Rs 12,000 ~ 12 Thou+",Rs 0 ~,12000.0,0.0,,,,,,
109,Ragupathi. P,Naam Tamilar Katchi,ODDANCHATRAM,NILAKKOTTAI (SC),56,56,Post Graduate,,Agriculture,House wife,Palanisamy,"Oddanchatram constituency, at Serial no 312 in Part no 106",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=109,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,Y,1795360,322680,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,False,,"143, 341",,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,4,,,1,Post Graduate,56,1,,,1,,,,,,,,,,,,
1145,Sivabalan.M,DMK,ANTHIYUR,ERODE,42,42,Graduate,,Agriculturalist,Business & Agriculturalist,Murugaian,"105 Anthiyur constituency, at Serial no 372 in Part no 263",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1145,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,Y,8361902,2336190,4942939,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,False,,"109,153, 501, 504",,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,4,,,1,Graduate,42,1,,,1,,,,,,,,,,,,
2259,Er. Jayakkumar. R,IND,CHIDAMBARAM,BHUVANAGIRI,65,65,Post Graduate,,Assistant Engineer(Retd.)/ Agriculture,House Wife / Agriculture,Ramanujam,"Chidambaram constituency, at Serial no 564 in Part no 175",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2259,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,Y,3630062,786292,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,False,,"341, 143, 188",,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,4,,,1,Post Graduate,65,1,,,1,,,,,,,,,,,,
298,Munirathinam.J,Tamilaga Vettri Kazhagam,UTHIRAMERUR,SRIPERUMBUDUR (SC),43,43,Graduate Professional,,Builder and Land Developer,Computer weighing owner,A.Janakiraman,"29 Sriperumbudur constituency, at Serial no 64 in Part no 58",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=298,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,Y,19077850,7176330,5205700,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,False,,,,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,4,,,1,Graduate Professional,43,1,,,1,,,,,,,,,,,,
4105,Babu. G,IND,KARUR,ARAVAKURICHI,40,40,Graduate Professional,,Lawyer/ Advocate,Housewife,Gopal,"135-Karur Assembly Constituency, Tamil Nadu constituency, at Serial no 538 in Part no 161",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=4105,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,Y,866230,460530,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,False,,"191(2), 296(b), 115(2), 351(1),303(2)",,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,4,,,1,Graduate Professional,40,1,,,1,,,,,,,,,,,,
4116,Mohamad Ismail. M,IND,KARUR,ARAVAKURICHI,27,27,Graduate Professional,,Advocate,Housewife,Mohamad Rabi,"135 Karur constituency, at Serial no 107 in Part no 194",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=4116,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,Y,983950,496320,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,False,,"191(2), 296b, 115 (2), 351 (1), 303 (2)",,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,4,,,1,Graduate Professional,27,1,,,1,,,,,,,,,,,,
1455,Devarajan G,IND,VILLIVAKKAM,VELACHERY,52,52,12th Pass,12th Pass,"Editor at Muthal Kutra Pathirigai magazine, Social Activist",NIL,Late Gopalakrishnan,"13 Kolathur constituency, at Serial no 295 in Part no 204",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1455,17782701.0,193004.0,17589697.0,0.010853469335170174,54644.0,50000.0,4617.0,0.0,22.0,5.0,0.0,0.0,151.0,0.0,139.0,0.0,12.0,0.0,False,150000.0,0.0,1570.0,0.0,50022.0,0.9154161481589927,28770.0,25874.0,Y,0,0,0,,,,,,,,,,,,,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,4,17782701.0,193004.0,0,12th Pass,52,0,"Rs 1,77,82,701 ~ 1 Crore+","Rs 1,93,004 ~ 1 Lacs+",0,177827011.0,1930041.0,"Rs 1,77,82,701 ~ 1 Crore+","Rs 1,93,004 ~ 1 Lacs+",17782701.0,193004.0,0.0,0.0,0.0,0.0,41434.0,193004.0
802,Ajai Alias Nagarajan,IND,KILLIYOOR,KANNIYAKUMARI,37,37,Others,,Business,Housewife,Kumaraswamy,"Killiyur constituency, at Serial no 804 in Part no 263",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=802,11100000.0,1225000.0,9875000.0,0.11036036036036036,,,,,,,,,,,,,,,,,,,,0.0,,,,Y,0,0,0,,,,,,,,,,,,,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,4,,,0,Others,37,0,"Rs 1,11,00,000 ~ 1 Crore+","Rs 12,25,000 ~ 12 Lacs+",0,111000001.0,122500012.0,"Rs 1,11,00,000 ~ 1 Crore+","Rs 12,25,000 ~ 12 Lacs+",11100000.0,1225000.0,,,,,,
787,Marikannu. C,Republican Party of India (Athawale),HARUR (SC),DHARMAPURI,47,47,Illiterate,,,,Chinnathambi,"61-Harur constituency, at Serial no 916 in Part no 69",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=787,15500.0,0.0,15500.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,Y,0,0,0,,,,,,,,,,,,,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,4,,,0,Illiterate,47,0,"Rs 15,500 ~ 15 Thou+",Rs 0 ~,0,1550015.0,0.0,"Rs 15,500 ~ 15 Thou+",Rs 0 ~,15500.0,0.0,,,,,,
140,Srividya. G,Naam Tamilar Katchi,SAIDAPET,ROYAPURAM,46,46,Graduate,,"Accountant, Punjab Association",Deputy Manager - RBL Bank Ltd.,S.Ganapathy Krishna,"16, Egmore constituency, at Serial no 401 in Part no 13",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=140,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,Y,0,0,7292511,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,4,,,0,Graduate,46,0,,,0,,,,,,,,,,,,
1441,Roshini S,Naam Tamilar Katchi,VILLIVAKKAM,VELACHERY,30,30,8th Pass,8th Pass,Self Employed,NIL,Sankar,"Thiruporur constituency, at Serial no 252 in Part no 94",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1441,,,0.0,,100120.0,50000.0,50000.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,95.0,0.0,0.0,0.0,50120.0,0.5005992808629645,100120.0,0.0,Y,0,0,0,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,4,1830000.0,1046541.0,0,8th Pass,30,0,,,0,,,,,,,0.0,0.0,0.0,0.0,0.0,95.0
1510,G.Daniel Antonyraj,IND,ALANDUR,KANCHEEPURAM,41,41,10th Pass,,Own Work Auto Driver,Housewife,A Gnanaprakasam,"030 Pallavaram constituency, at Serial no 370 in Part no 160",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1510,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,Y,0,0,0,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,4,,,0,10th Pass,41,0,,,0,,,,,,,,,,,,
1547,J. Selvakumar,IND,ROYAPURAM,PERAMBUR,50,50,8th Pass,,Business,House wife,Thiru. E. Jayakanthan,"25 Mylapore constituency, at Serial no 66 in Part no 138",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1547,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,Y,0,0,0,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,4,,,0,8th Pass,50,0,,,0,,,,,,,,,,,,
1872,Iyappan.L,Tamizhaga Vaazhvurimai Katchi,VEPPANAHALLI,UTHANGARAI (SC),39,39,10th Pass,,Agriculture and Small Business,House Wife,Lakshmanan,"52 - Bargur constituency, at Serial no 239 in Part no 200",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1872,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,Y,0,0,0,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,4,,,0,10th Pass,39,0,,,0,,,,,,,,,,,,
1889,Narendrakumar G,IND,ARAVAKURICHI,KARUR,30,30,Graduate Professional,,Advocate,Nursing Tutor,M Gunasekar,"135 Karur constituency, at Serial no 25 in Part no 212",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1889,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,Y,0,0,0,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,4,,,0,Graduate Professional,30,0,,,0,,,,,,,,,,,,
1894,Mohankumar K,IND,ARAVAKURICHI,KARUR,28,28,12th Pass,,Lobour,Housewife,Kumaran,"134 Aravakurchi constituency, at Serial no 222 in Part no 140",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1894,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,Y,0,0,0,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,4,,,0,12th Pass,28,0,,,0,,,,,,,,,,,,
1921,Chinnasamy. P,IND,PAPPIREDDIPATTI,PALACODE,37,37,Others,,Agriculture,House wife,K.C Palanasamy,"60 Pappireddipatti constituency, at Serial no 187 in Part no 9",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1921,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,Y,0,0,0,,,,,,,,,,,,,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,4,,,0,Others,37,0,,,0,,,,,,,,,,,,
1946,Muniraj,IND,UTHANGARAI (SC),THALLY,67,67,12th Pass,,Cheif Commercial Clerk (RTD),,Munisamy,"51 Uthankarai constituency, at Serial no 437 in Part no 143",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1946,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,Y,0,0,0,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,4,,,0,12th Pass,67,0,,,0,,,,,,,,,,,,
201,Mahalakshmi V,Naam Tamilar Katchi,TITTAKUDI (SC),PANRUTI,27,27,Graduate Professional,Graduate Professional,Wage Worker,NIL,Karunakaran,"Tittakudi constituency, at Serial no 76 in Part no 16",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=201,,,0.0,,13617.0,12000.0,1500.0,0.0,26.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100000.0,0.0,0.0,0.0,12026.0,0.8831607549386796,2524.0,11093.0,Y,0,0,0,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,4,456500.0,275000.0,0,Graduate Professional,27,0,,,0,,,,,,,0.0,0.0,0.0,0.0,0.0,100000.0
2016,S.Emmanuvel,IND,DR.RADHAKRISHNAN NAGAR,CHEPAUK-THIRUVALLIKENI,42,42,10th Pass,,Business (Real Estate),Practioner Advocate,C. Sathiyadevan,"12, Perambur constituency, at Serial no 672 in Part no 69",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2016,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,Y,0,0,0,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,4,,,0,10th Pass,42,0,,,0,,,,,,,,,,,,
2018,R.Ethiraj,IND,DR.RADHAKRISHNAN NAGAR,CHEPAUK-THIRUVALLIKENI,49,49,12th Pass,,Business (Petty Shop),House Wife,G. Rathinam,"18 Harbour constituency, at Serial no 155 in Part no 30",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2018,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,Y,0,0,0,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,4,,,0,12th Pass,49,0,,,0,,,,,,,,,,,,
2031,G. Madhan Kumar,IND,DR.RADHAKRISHNAN NAGAR,CHEPAUK-THIRUVALLIKENI,36,36,10th Pass,,Private Employee,NIL,Gopi,"12- Perambur constituency, at Serial no 672 in Part no 40",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2031,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,Y,0,0,0,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,4,,,0,10th Pass,36,0,,,0,,,,,,,,,,,,
2035,K. Murali,IND,DR.RADHAKRISHNAN NAGAR,CHEPAUK-THIRUVALLIKENI,43,43,Graduate Professional,,Lawyer,House Wife,K. Krishnan,"Radhakrishnan Nagar constituency, at Serial no 328 in Part no 34",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2035,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,Y,0,0,0,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,4,,,0,Graduate Professional,43,0,,,0,,,,,,,,,,,,
2039,A.Vijay,IND,DR.RADHAKRISHNAN NAGAR,CHEPAUK-THIRUVALLIKENI,42,42,Post Graduate,,Practioner Advocate,Housewife,M. Ayyanar,"11 Dr. Radhakrishnan constituency, at Serial no 459 in Part no 241",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2039,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,Y,0,0,0,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,4,,,0,Post Graduate,42,0,,,0,,,,,,,,,,,,
2070,P. Palanivel,IND,COIMBATORE (SOUTH),COIMBATORE (NORTH),45,45,Graduate Professional,,Lawyer,Housewife,Pichaimuthu,"135-Karur constituency, at Serial no 1 in Part no 195",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2070,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,Y,0,0,0,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,4,,,0,Graduate Professional,45,0,,,0,,,,,,,,,,,,
2079,D. Vigneshwaran,IND,COIMBATORE (SOUTH),COIMBATORE (NORTH),34,34,Graduate Professional,Graduate Professional,Lawyer,Lawyer,Duraisamy,"135 Karur Assembly constituency, at Serial no 435 in Part no 258",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2079,,,0.0,,203121.0,190000.0,13041.0,0.0,80.0,0.0,0.0,0.0,363.0,0.0,0.0,0.0,363.0,0.0,False,0.0,0.0,0.0,0.0,190080.0,0.9357968895387478,162881.0,40240.0,Y,0,0,0,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,4,1962706.0,,0,Graduate Professional,34,0,,,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2085,Mariyappan R,Ganasangam Party of India,KINATHUKADAVU,KAVUNDAMPALAYAM,48,48,Illiterate,,Driver,Housewife,Ramasamy,"122Kinathukadavu constituency, at Serial no 641 in Part no 35",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2085,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,Y,0,0,0,,,,,,,,,,,,,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,4,,,0,Illiterate,48,0,,,0,,,,,,,,,,,,
2102,Viswanathan.M,IND,THONDAMUTHUR,SULUR,42,42,5th Pass,5th Pass,Barber Shop,Housewife,Mani,"Kaundampalayam constituency, at Serial no 477 in Part no 321",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2102,,,0.0,,44004.0,22000.0,22001.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,22003.0,0.5000227252067994,30001.0,14003.0,Y,0,0,0,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,4,284001.0,,0,5th Pass,42,0,,,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
218,Nagaraj.R,Naam Tamilar Katchi,VEPPANAHALLI,UTHANGARAI (SC),27,27,Graduate,,Electrician,Housewife,Raman,"54 Veppanapalli constituency, at Serial no 545 in Part no 313",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=218,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,Y,0,0,0,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,4,,,0,Graduate,27,0,,,0,,,,,,,,,,,,
2254,Nedunchezhiyan,Tamilaga Vettri Kazhagam,CHIDAMBARAM,BHUVANAGIRI,75,75,10th Pass,,Farming,NIL,Alagiriswamy,"Bhuvanagiri constituency, at Serial no 432 in Part no 142",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2254,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,Y,0,0,1410630,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,4,,,0,10th Pass,75,0,,,0,,,,,,,,,,,,
2270,M.Vijayapandian,IND,NILAKKOTTAI (SC),NATHAM,26,26,10th Pass,,Wages,NIL,Mani,"Nilakottai constituency, at Serial no 342 in Part no 217",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2270,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,Y,0,0,0,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,4,,,0,10th Pass,26,0,,,0,,,,,,,,,,,,
2278,Manikandaprabhu. N C,IND,VEDASANDUR,PALANI,25,25,Post Graduate,,Advocate,NIL,N.Chandrasekaran,"129 - Athoor constituency, at Serial no 528 in Part no 17",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2278,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,Y,0,0,0,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,4,,,0,Post Graduate,25,0,,,0,,,,,,,,,,,,
229,Arivudainambi.S,Anti Corruption Dynamic Party,VRIDHACHALAM,TITTAKUDI (SC),56,56,Graduate Professional,,Advocate,Housewife,Swaminathanm,"Vriddhachalam constituency, at Serial no 703 in Part no 123",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=229,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,Y,0,0,0,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,4,,,0,Graduate Professional,56,0,,,0,,,,,,,,,,,,
2302,R Rajkumar,Naam Indiar Party,MADURAI NORTH,MADURAI EAST,48,48,10th Pass,,Vegetable Business,Housewife,N. Rajendran,"Thoothukudi constituency, at Serial no 150 in Part no 296",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2302,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,Y,0,0,0,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,4,,,0,10th Pass,48,0,,,0,,,,,,,,,,,,
2305,J.Kesavarajah,IND,MADURAI NORTH,MADURAI EAST,35,35,Graduate,,Garlic Business,NIL,S.Jegaveeran,"195, Thiruparankundram constituency, at Serial no 1 in Part no 80",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2305,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,Y,0,0,0,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,4,,,0,Graduate,35,0,,,0,,,,,,,,,,,,
244,V.P.Tamilselvi,Tamilaga Vettri Kazhagam,BHAVANISAGAR (SC),BHAVANI,57,57,Post Graduate,,"Voluntary Retirement on after Serving as the Principal, Owner Tamil Beauty Salon","Advocate and Notary, Sathyamangalam",A.Sivakumar,"107 Bhavanisagar constituency, at Serial no 427 in Part no 105",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=244,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,Y,0,0,2511740,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,4,,,0,Post Graduate,57,0,,,0,,,,,,,,,,,,
2587,Malathi K,IND,KALLAKURICHI (SC),KALLAKURICHI,28,28,10th Pass,,Agriculture,Driver,Karuppaiya,"80-Kallakuruchi constituency, at Serial no 89 in Part no 318",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2587,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,Y,0,0,0,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,4,,,0,10th Pass,28,0,,,0,,,,,,,,,,,,
2615,R. Raj Guru,IND,KOLATHUR,HARBOUR,45,45,8th Pass,,Auto (Rent )/ Car,House Wife,Ramdass,"Dr R.K Nagar constituency, at Serial no 17 in Part no 80",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2615,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,Y,0,0,0,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,4,,,0,8th Pass,45,0,,,0,,,,,,,,,,,,
2625,G.R. Rajendran,National Maha Sabha Party,EGMORE (SC),DR.RADHAKRISHNAN NAGAR,31,31,10th Pass,,Catering,NIL,G. Rajarathinam,"16, Thiru.Vi-Ka-Nagar constituency, at Serial no 303 in Part no 169",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2625,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,Y,0,0,0,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,4,,,0,10th Pass,31,0,,,0,,,,,,,,,,,,
2634,Sridhar. M,IND,EGMORE (SC),DR.RADHAKRISHNAN NAGAR,40,40,10th Pass,,Private Company Employee,Private Company Employee,Mr. Mohanraj,"020- Thousand Lights constituency, at Serial no 663 in Part no 54",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2634,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,Y,0,0,0,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,4,,,0,10th Pass,40,0,,,0,,,,,,,,,,,,
2659,Manoharan,IND,METTUPALAYAM,KINATHUKADAVU,65,65,5th Pass,5th Pass,Agriculture Coolie,House wife,Karupusamy,"117 Goundampalayam constituency, at Serial no 80 in Part no 8",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2659,,,0.0,,60000.0,45000.0,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,45000.0,0.75,50000.0,10000.0,Y,0,0,0,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,4,60000.0,,0,5th Pass,65,0,,,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
