candidate_id,section,sr_no,description,self,spouse,huf,dependent1,dependent2,dependent3,total,total_inr
4026,Details of Immovable Assets,i,Agricultural Land,Nil,"Pavitham Village SY No. 38/2A, 38/3A, 38/3b, 38/9A, 49/3A Total Area 3.58 Cent Built Up Area Whether Inherited N Purchase Date 2023-04-01 Purchase Cost 450000.00 Development Cost 0.00 5,00,000 5 Lacs+",Nil,Nil,Nil,Nil,"Rs 5,00,000 5 Lacs+",5000005.0
4026,Details of Immovable Assets,ii,Non Agricultural Land,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
4026,Details of Immovable Assets,iii,Commercial Buildings,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
4026,Details of Immovable Assets,iv,Residential Buildings,Nil,"Plot No.193 Total Area 385 sq.ft Built Up Area Whether Inherited N Purchase Date 2022-05-26 Purchase Cost 1600000.00 Development Cost 0.00 18,50,000 18 Lacs+",Nil,Nil,Nil,Nil,"Rs 18,50,000 18 Lacs+",185000018.0
4026,Details of Immovable Assets,v,Others,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
4026,Details of Immovable Assets,Total Current Market Value of (i) to (v) (as per Affidavit),Nil,"23,50,000 23 Lacs+",Nil,Nil,Nil,Nil,"Rs 23,50,000 23 Lacs+",,
4026,Details of Immovable Assets,Totals Calculated,Nil,"Rs 23,50,000 23 Lacs+",Nil,Nil,Nil,Nil,"Rs 23,50,000 23 Lacs+",,
222,Details of Immovable Assets,i,Agricultural Land,Nil,"Moolathara Village, Kerala S.No: 229/4 Old S.No. 370/1 Total Area 5.92 Acre Built Up Area Whether Inherited N Purchase Date 0000-00-00 Purchase Cost 0.00 Development Cost 0.00 39,00,000 39 Lacs+ Karumathampatti Total Area 6.63 Acre Built Up Area Whether Inherited Y Purchase Date 0000-00-00 Purchase Cost 0.00 Development Cost 0.00 29,13,32,765 29 Crore+ Kuzhipanthandalam, Chengalpattu Dist. Total Area 12.43 Acre Built Up Area Whether Inherited N Purchase Date 0000-00-00 Purchase Cost 0.00 Development Cost 0.00 16,19,00,000 16 Crore+ Kuzhipanthandalam, Chengalpattu Dist. Total Area 2.42 Acre Built Up Area Whether Inherited N Purchase Date 0000-00-00 Purchase Cost 0.00 Development Cost 0.00 2,90,40,000 2 Crore+ Kuzhipanthandalam, Chengalpattu Total Area 4.43 Acres Built Up Area Whether Inherited N Purchase Date 2022-06-14 Purchase Cost 0.00 Development Cost 0.00 88,10,000 88 Lacs+ Vellakinar, Coimbatore Total Area 1.79 Acre Built Up Area Whether Inherited N Purchase Date 0000-00-00 Purchase Cost 0.00 Development Cost 0.00 1,21,62,240 1 Crore+ Vellakinar, Coimbatore Total Area 0.37 Acres Built Up Area Whether Inherited N Purchase Date 1997-05-06 Purchase Cost 0.00 Development Cost 0.00 25,13,982 25 Lacs+",Nil,Nil,Nil,Nil,"Rs 50,96,58,987 50 Crore+",50965898750.0
222,Details of Immovable Assets,ii,Non Agricultural Land,Nil,"Mamallapuram Total Area 17.23 Acres Built Up Area Whether Inherited Y Purchase Date 0000-00-00 Purchase Cost 0.00 Development Cost 0.00 43,07,50,000 43 Crore+",Nil,Nil,Nil,Nil,"Rs 43,07,50,000 43 Crore+",43075000043.0
222,Details of Immovable Assets,iii,Commercial Buildings,Nil,"No. 50, 11th Street, Tatabad, Coimbatore Total Area 7197 sq. ft. Built Up Area 5017 sq. ft. Whether Inherited Y Purchase Date 0000-00-00 Purchase Cost 0.00 Development Cost 0.00 4,07,54,740 4 Crore+ No. 1008, Cross Cut Road, Gandhipuram Coimbatore Total Area 8481.75 sq. ft. Built Up Area Whether Inherited Y Purchase Date 0000-00-00 Purchase Cost 0.00 Development Cost 0.00 19,10,46,040 19 Crore+ Door No. 102, R.S. Puram on West Thiruvenkatasamy Road, Coimbatore South Taluk, Coimbatore Total Area 4089.31 sq. ft. Built Up Area Whether Inherited N Purchase Date 2020-08-26 Purchase Cost 24414000.00 Development Cost 0.00 2,66,28,722 2 Crore+ Old T.S. Nos 8/109 & 8/102 T.S. No. 8/366/10 part Total Area 14428 sq. ft. Built Up Area Whether Inherited Y Purchase Date 0000-00-00 Purchase Cost 0.00 Development Cost 0.00 9,26,83,600 9 Crore+ No. 19 Cenotaph Road, Rathna Nagar Teynampet Chennai Total Area 3315 sq. ft. Built Up Area Whether Inherited Y Purchase Date 0000-00-00 Purchase Cost 0.00 Development Cost 0.00 5,94,87,500 5 Crore+ Old No. 111 & 112 New No. 64 Total Area 3665 sq. ft. Built Up Area Whether Inherited N Purchase Date 0000-00-00 Purchase Cost 0.00 Development Cost 0.00 23,50,99,000 23 Crore+",Nil,Nil,Nil,Nil,"Rs 64,56,99,602 64 Crore+",64569960264.0
222,Details of Immovable Assets,iv,Residential Buildings,"Uthandi, Chennai New Survey No. 3/16 Total Area 43995.6 sq. ft. Built Up Area 13635.70 sq. ft. Whether Inherited N Purchase Date 2021-03-16 Purchase Cost 60000000.00 Development Cost 0.00 12,50,00,000 12 Crore+ Bolat Club, Chennai Door NO. 8, Crescent Street Chennai Total Area 1094.5 sq. ft. Built Up Area Whether Inherited N Purchase Date 2021-03-11 Purchase Cost 0.00 Development Cost 0.00 6,40,59,600 6 Crore+","Uthandi, Chennai N. Survey No. 3/16 Total Area 43995.6 sq. ft. Built Up Area Whether Inherited N Purchase Date 2021-03-16 Purchase Cost 0.00 Development Cost 0.00 12,50,00,000 12 Crore+",Nil,Nil,Nil,Nil,"Rs 31,40,59,600 31 Crore+",31405960031.0
222,Details of Immovable Assets,v,Others,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
222,Details of Immovable Assets,Total Current Market Value of (i) to (v) (as per Affidavit),"18,90,59,600 18 Crore+","1,71,11,08,589 171 Crore+",Nil,Nil,Nil,Nil,"Rs 1,90,01,68,189 190 Crore+",,
222,Details of Immovable Assets,Totals Calculated,"Rs 18,90,59,600 18 Crore+","Rs 1,71,11,08,589 171 Crore+",Nil,Nil,Nil,Nil,"Rs 1,90,01,68,189 190 Crore+",,
1442,Details of Immovable Assets,i,Agricultural Land,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
1442,Details of Immovable Assets,ii,Non Agricultural Land,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
1442,Details of Immovable Assets,iii,Commercial Buildings,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
1442,Details of Immovable Assets,iv,Residential Buildings,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
1442,Details of Immovable Assets,v,Others,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
1442,Details of Immovable Assets,Total Current Market Value of (i) to (v) (as per Affidavit),Nil,Nil,Nil,Nil,Nil,Nil,Nil,,
1442,Details of Immovable Assets,Totals Calculated,Nil,Nil,Nil,Nil,Nil,Nil,Nil,,
235,Details of Immovable Assets,i,Agricultural Land,"Ramanathapuram Sy No 77/3c Total Area 30 Cent (0.299 Acres) Built Up Area Whether Inherited N Purchase Date 2017-09-20 Purchase Cost 15000.00 Development Cost 0.00 1,50,000 1 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 1,50,000 1 Lacs+",1500001.0
235,Details of Immovable Assets,ii,Non Agricultural Land,"SY No 33/1B Lanthai Total Area 13937 sq ft Built Up Area Whether Inherited Y Purchase Date 0000-00-00 Purchase Cost 0.00 Development Cost 0.00 3,00,000 3 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 3,00,000 3 Lacs+",3000003.0
235,Details of Immovable Assets,iii,Commercial Buildings,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
235,Details of Immovable Assets,iv,Residential Buildings,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
235,Details of Immovable Assets,v,Others,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
235,Details of Immovable Assets,Total Current Market Value of (i) to (v) (as per Affidavit),"4,50,000 4 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 4,50,000 4 Lacs+",,
235,Details of Immovable Assets,Totals Calculated,"Rs 4,50,000 4 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 4,50,000 4 Lacs+",,
1452,Details of Immovable Assets,i,Agricultural Land,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
1452,Details of Immovable Assets,ii,Non Agricultural Land,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
1452,Details of Immovable Assets,iii,Commercial Buildings,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
1452,Details of Immovable Assets,iv,Residential Buildings,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
1452,Details of Immovable Assets,v,Others,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
1452,Details of Immovable Assets,Total Current Market Value of (i) to (v) (as per Affidavit),Nil,Nil,Nil,Nil,Nil,Nil,Nil,,
1452,Details of Immovable Assets,Totals Calculated,Nil,Nil,Nil,Nil,Nil,Nil,Nil,,
1448,Details of Immovable Assets,i,Agricultural Land,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
1448,Details of Immovable Assets,ii,Non Agricultural Land,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
1448,Details of Immovable Assets,iii,Commercial Buildings,"Industrial shed at tass area ambattur ch.98 S.no98/1 Total Area 1800 sq ft Built Up Area 1500 sq ft Whether Inherited N Purchase Date 2019-01-01 Purchase Cost 6000000.00 Development Cost 2000000.00 80,00,000 80 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 80,00,000 80 Lacs+",800000080.0
1448,Details of Immovable Assets,iv,Residential Buildings,"5,asaithambi st,padi.ch-50 S.no.91 Total Area 1200 sq ft Built Up Area 1500 sq ft Whether Inherited N Purchase Date 2017-10-01 Purchase Cost 500000.00 Development Cost 600000.00 11,00,000 11 Lacs+ 5/10,periyar st S.N.Nagar ,ch-50 S.No.70 Total Area 1200 sq ft Built Up Area 1500 sq ft Whether Inherited N Purchase Date 2002-08-01 Purchase Cost 1000000.00 Development Cost 1440000.00 24,50,000 24 Lacs+ land and buld at mannurpet-ch.50 S.no.14/1 Total Area 780 sq ft Built Up Area 780 sq ft Whether Inherited N Purchase Date 1994-10-01 Purchase Cost 175000.00 Development Cost 0.00 1,75,000 1 Lacs+","9/38,vinayagapura m 2nd street,, Chennai-106 s.nno.8/30 Total Area 1036 sq ft Built Up Area 1500 sq ft Whether Inherited N Purchase Date 2010-10-01 Purchase Cost 3363000.00 Development Cost 0.00 35,00,000 35 Lacs+ Ap65,8th street, Annanagar west extn s.no.91/2 Total Area 880 sq ft 60% share Built Up Area Whether Inherited N Purchase Date 2015-09-01 Purchase Cost 4650000.00 Development Cost 0.00 47,00,000 47 Lacs+",Nil,Nil,Nil,Nil,"Rs 1,19,25,000 1 Crore+",119250001.0
1448,Details of Immovable Assets,v,Others,"Total Area Built Up Area Whether Inherited N Purchase Date 0000-00-00 Purchase Cost 0.00 Development Cost 0.00 91,00,000 91 Lacs+","Total Area Built Up Area Whether Inherited N Purchase Date 0000-00-00 Purchase Cost 0.00 Development Cost 0.00 78,00,000 78 Lacs+",Nil,Nil,Nil,Nil,"Rs 1,69,00,000 1 Crore+",169000001.0
1448,Details of Immovable Assets,Total Current Market Value of (i) to (v) (as per Affidavit),"2,18,25,000 2 Crore+","1,70,00,000 1 Crore+",Nil,Nil,Nil,Nil,"Rs 3,88,25,000 3 Crore+",,
1448,Details of Immovable Assets,Totals Calculated,"Rs 2,08,25,000 2 Crore+","Rs 1,60,00,000 1 Crore+",Nil,Nil,Nil,Nil,"Rs 3,68,25,000 3 Crore+",,
1462,Details of Immovable Assets,i,Agricultural Land,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
1462,Details of Immovable Assets,ii,Non Agricultural Land,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
1462,Details of Immovable Assets,iii,Commercial Buildings,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
1462,Details of Immovable Assets,iv,Residential Buildings,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
1462,Details of Immovable Assets,v,Others,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
1462,Details of Immovable Assets,Total Current Market Value of (i) to (v) (as per Affidavit),Nil,Nil,Nil,Nil,Nil,Nil,Nil,,
1462,Details of Immovable Assets,Totals Calculated,Nil,Nil,Nil,Nil,Nil,Nil,Nil,,
1451,Details of Immovable Assets,i,Agricultural Land,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
1451,Details of Immovable Assets,ii,Non Agricultural Land,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
1451,Details of Immovable Assets,iii,Commercial Buildings,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
1451,Details of Immovable Assets,iv,Residential Buildings,"159/6 Golden Jubilee Flats Padikuppam Road, Anna Nagar West Chennai 40 Total Area 450 sq ft Built Up Area 800 sq ft Whether Inherited N Purchase Date 1997-01-01 Purchase Cost 600000.00 Development Cost 0.00 35,00,000 35 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 35,00,000 35 Lacs+",350000035.0
1451,Details of Immovable Assets,v,Others,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
1451,Details of Immovable Assets,Total Current Market Value of (i) to (v) (as per Affidavit),"35,00,000 35 Lacs+",0,Nil,Nil,Nil,Nil,"Rs 35,00,000 35 Lacs+",,
1451,Details of Immovable Assets,Totals Calculated,"Rs 35,00,000 35 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 35,00,000 35 Lacs+",,
1455,Details of Immovable Assets,i,Agricultural Land,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
1455,Details of Immovable Assets,ii,Non Agricultural Land,Nil,"SCC Anthony Pillai Nagar Sinthalakupam Village Gummidipondi TK Thiruvallur Dt Plot No 139, S/No. 17/11, 19/4 Total Area 1800 sq ft Built Up Area Whether Inherited N Purchase Date 2008-07-09 Purchase Cost 350000.00 Development Cost 0.00 15,00,000 15 Lacs+ )Sree Venkateshwara Nagar, Vishar Village, Plot No. 20, S/No.389/2 Total Area 1200 sq ft Built Up Area Whether Inherited N Purchase Date 2008-08-04 Purchase Cost 250000.00 Development Cost 0.00 15,00,000 15 Lacs+",Nil,Nil,Nil,Nil,"Rs 30,00,000 30 Lacs+",300000030.0
1455,Details of Immovable Assets,iii,Commercial Buildings,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
1455,Details of Immovable Assets,iv,Residential Buildings,"No 12 Sembium Sathyanarayanan Street, North Chennai, Perambur S/No. 134 TS.No. 64. Block No.15 Total Area 1200 sq ft Built Up Area 2400 sq ft Whether Inherited Y Purchase Date 0000-00-00 Purchase Cost 0.00 Development Cost 0.00 1,25,00,000 1 Crore+",Nil,Nil,Nil,Nil,Nil,"Rs 1,25,00,000 1 Crore+",125000001.0
1455,Details of Immovable Assets,v,Others,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
1455,Details of Immovable Assets,Total Current Market Value of (i) to (v) (as per Affidavit),"1,25,00,000 1 Crore+","30,00,000 30 Lacs+",Nil,Nil,Nil,Nil,"Rs 1,55,00,000 1 Crore+",,
1455,Details of Immovable Assets,Totals Calculated,"Rs 1,25,00,000 1 Crore+","Rs 30,00,000 30 Lacs+",Nil,Nil,Nil,Nil,"Rs 1,55,00,000 1 Crore+",,
1447,Details of Immovable Assets,i,Agricultural Land,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
1447,Details of Immovable Assets,ii,Non Agricultural Land,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
1447,Details of Immovable Assets,iii,Commercial Buildings,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
1447,Details of Immovable Assets,iv,Residential Buildings,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
1447,Details of Immovable Assets,v,Others,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
1447,Details of Immovable Assets,Total Current Market Value of (i) to (v) (as per Affidavit),Nil,Nil,Nil,Nil,Nil,Nil,Nil,,
1447,Details of Immovable Assets,Totals Calculated,Nil,Nil,Nil,Nil,Nil,Nil,Nil,,
234,Details of Immovable Assets,i,Agricultural Land,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
234,Details of Immovable Assets,ii,Non Agricultural Land,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
234,Details of Immovable Assets,iii,Commercial Buildings,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
234,Details of Immovable Assets,iv,Residential Buildings,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
234,Details of Immovable Assets,v,Others,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
234,Details of Immovable Assets,Total Current Market Value of (i) to (v) (as per Affidavit),Nil,Nil,Nil,Nil,Nil,Nil,Nil,,
234,Details of Immovable Assets,Totals Calculated,Nil,Nil,Nil,Nil,Nil,Nil,Nil,,
1453,Details of Immovable Assets,i,Agricultural Land,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
1453,Details of Immovable Assets,ii,Non Agricultural Land,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
1453,Details of Immovable Assets,iii,Commercial Buildings,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
1453,Details of Immovable Assets,iv,Residential Buildings,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
1453,Details of Immovable Assets,v,Others,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
1453,Details of Immovable Assets,Total Current Market Value of (i) to (v) (as per Affidavit),Nil,Nil,Nil,Nil,Nil,Nil,Nil,,
1453,Details of Immovable Assets,Totals Calculated,Nil,Nil,Nil,Nil,Nil,Nil,Nil,,
1460,Details of Immovable Assets,i,Agricultural Land,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
1460,Details of Immovable Assets,ii,Non Agricultural Land,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
1460,Details of Immovable Assets,iii,Commercial Buildings,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
1460,Details of Immovable Assets,iv,Residential Buildings,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
1460,Details of Immovable Assets,v,Others,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
1460,Details of Immovable Assets,Total Current Market Value of (i) to (v) (as per Affidavit),Nil,Nil,Nil,Nil,Nil,Nil,Nil,,
1460,Details of Immovable Assets,Totals Calculated,Nil,Nil,Nil,Nil,Nil,Nil,Nil,,
1461,Details of Immovable Assets,i,Agricultural Land,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
1461,Details of Immovable Assets,ii,Non Agricultural Land,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
1461,Details of Immovable Assets,iii,Commercial Buildings,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
1461,Details of Immovable Assets,iv,Residential Buildings,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
1461,Details of Immovable Assets,v,Others,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
1461,Details of Immovable Assets,Total Current Market Value of (i) to (v) (as per Affidavit),Nil,Nil,Nil,Nil,Nil,Nil,Nil,,
1461,Details of Immovable Assets,Totals Calculated,Nil,Nil,Nil,Nil,Nil,Nil,Nil,,
1320,Details of Immovable Assets,i,Agricultural Land,Nil,"The Nilgiris District Kothagiri Taluk Jagathala-1 Village S.No.40/1 Total Area 94 cent Built Up Area Whether Inherited N Purchase Date 2025-07-14 Purchase Cost 8460000.00 Development Cost 0.00 1,41,00,000 1 Crore+ The Nilgiris District Kothagiri Taluk Jagathala-1 Village, 40/4 Total Area 16 cent Built Up Area Whether Inherited N Purchase Date 2025-07-14 Purchase Cost 1440000.00 Development Cost 0.00 24,00,000 24 Lacs+ The Nilgiris District Kothagiri Taluk Jagathala-1 Village 40/4 Total Area 40 cent Built Up Area Whether Inherited N Purchase Date 2025-07-14 Purchase Cost 3600000.00 Development Cost 0.00 60,00,000 60 Lacs+ The Nilgiris District Kothagiri Taluk Jagathala-1 Village, 40/6 Total Area 32 cent Built Up Area Whether Inherited N Purchase Date 2025-07-14 Purchase Cost 2880000.00 Development Cost 0.00 48,00,000 48 Lacs+ The Nilgiris District Kothagiri Taluk Jagathala-1 Village,40/7 Total Area 29 cent Built Up Area Whether Inherited N Purchase Date 2025-07-14 Purchase Cost 2610000.00 Development Cost 0.00 43,50,000 43 Lacs+ The Nilgiris District Kothagiri Taluk Jagathala-1 Village, 40/8 Total Area 53 cent Built Up Area Whether Inherited N Purchase Date 2025-07-14 Purchase Cost 4770000.00 Development Cost 0.00 79,50,000 79 Lacs+ The Nilgiris District Kothagiri Taluk Jagathala-1 Village, 40/9 Total Area 22 cent Built Up Area Whether Inherited N Purchase Date 2025-07-14 Purchase Cost 1980000.00 Development Cost 0.00 33,00,000 33 Lacs+ The Nilgiris District Kothagiri Taluk Jagathala-1 Village, 40/10 Total Area 22 cent Built Up Area Whether Inherited N Purchase Date 0000-00-00 Purchase Cost 1980000.00 Development Cost 0.00 33,00,000 33 Lacs+ The Nilgiris District Kothagiri Taluk Jagathala-1 Village, 40/17 Total Area 74 cent Built Up Area Whether Inherited N Purchase Date 2025-07-14 Purchase Cost 6660000.00 Development Cost 0.00 1,11,00,000 1 Crore+ The Nilgiris District Kothagiri Taluk Jagathala-1 Village, 23/3A Total Area 908 cent Built Up Area Whether Inherited N Purchase Date 2025-07-14 Purchase Cost 81720000.00 Development Cost 0.00 13,62,00,000 13 Crore+ The Nilgiris District Kothagiri Taluk Jagathala-1 Village, 23/3A Total Area 225 cent Built Up Area Whether Inherited N Purchase Date 2025-07-14 Purchase Cost 20250000.00 Development Cost 0.00 3,37,50,000 3 Crore+ The Nilgiris District Kothagiri Taluk Jagathala-1 Village, 23/3C Total Area 80 cent Built Up Area Whether Inherited N Purchase Date 2025-07-14 Purchase Cost 7200000.00 Development Cost 0.00 1,20,00,000 1 Crore+ The Nilgiris District Kothagiri Taluk Jagathala-1 Village, 23/3E Total Area 17 cent Built Up Area Whether Inherited N Purchase Date 2025-07-14 Purchase Cost 1530000.00 Development Cost 0.00 25,50,000 25 Lacs+ The Nilgiris District Kothagiri Taluk Jagathala-1 Village, 23/1B Total Area 161 cent Built Up Area Whether Inherited N Purchase Date 2025-10-29 Purchase Cost 4830000.00 Development Cost 0.00 2,41,50,000 2 Crore+ The Nilgiris District Kothagiri Taluk Jagathala-1 Village, 23/1A3A Total Area 109 cent Built Up Area Whether Inherited N Purchase Date 2025-10-29 Purchase Cost 3270000.00 Development Cost 0.00 1,63,50,000 1 Crore+ The Nilgiris District Kothagiri Taluk Jagathala-1 Village, 23/1C3(P) Total Area 14 cent Built Up Area Whether Inherited N Purchase Date 2026-02-07 Purchase Cost 420000.00 Development Cost 0.00 21,00,000 21 Lacs+",Nil,Nil,Nil,Nil,"Rs 28,44,00,000 28 Crore+",28440000028.0
