candidate_id,section,sr_no,description,self,spouse,huf,dependent1,dependent2,dependent3,total,total_inr
1320,Details of Immovable Assets,iii,Commercial Buildings,"Chennai Disrict Alandur Taluk Manapakkam Village S.No:170/1B Part Total Area 50 cent Built Up Area Whether Inherited N Purchase Date 2024-03-12 Purchase Cost 14951600.00 Development Cost 0.00 1,50,00,000 1 Crore+","Chennai Disrict Alandur Taluk Manapakkam Village S.No:170/1B Part Total Area 50 cent Built Up Area Whether Inherited N Purchase Date 2024-03-12 Purchase Cost 14951600.00 Development Cost 0.00 1,50,00,000 1 Crore+",Nil,Nil,Nil,Nil,"Rs 3,00,00,000 3 Crore+",300000003.0
1320,Details of Immovable Assets,iv,Residential Buildings,"Mylapore Part 2 Village Block No.73, S.No.3682/61 Total Area 1120 sqft+UDS 500 sqft Built Up Area Whether Inherited N Purchase Date 2025-12-19 Purchase Cost 20000000.00 Development Cost 0.00 1,25,00,000 1 Crore+","Mylapore Part 2 Village Block No.73,S No.3682/61 Total Area 1120 sqft+ UDS 500 sqft Built Up Area Whether Inherited N Purchase Date 2025-12-19 Purchase Cost 20000000.00 Development Cost 0.00 1,25,00,000 1 Crore+",Nil,Nil,Nil,Nil,"Rs 2,50,00,000 2 Crore+",250000002.0
1320,Details of Immovable Assets,v,Others,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
1320,Details of Immovable Assets,Total Current Market Value of (i) to (v) (as per Affidavit),"2,09,97,02,097 209 Crore+","1,13,97,99,844 113 Crore+",Nil,Nil,Nil,Nil,"Rs 3,23,95,01,941 323 Crore+",,
1320,Details of Immovable Assets,Totals Calculated,"Rs 2,10,02,64,599 210 Crore+","Rs 1,13,98,09,846 113 Crore+",Nil,Nil,Nil,Nil,"Rs 3,24,00,74,445 324 Crore+",,
1458,Details of Immovable Assets,i,Agricultural Land,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
1458,Details of Immovable Assets,ii,Non Agricultural Land,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
1458,Details of Immovable Assets,iii,Commercial Buildings,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
1458,Details of Immovable Assets,iv,Residential Buildings,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
1458,Details of Immovable Assets,v,Others,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
1458,Details of Immovable Assets,Total Current Market Value of (i) to (v) (as per Affidavit),Nil,Nil,Nil,Nil,Nil,Nil,Nil,,
1458,Details of Immovable Assets,Totals Calculated,Nil,Nil,Nil,Nil,Nil,Nil,Nil,,
1456,Details of Immovable Assets,i,Agricultural Land,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
1456,Details of Immovable Assets,ii,Non Agricultural Land,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
1456,Details of Immovable Assets,iii,Commercial Buildings,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
1456,Details of Immovable Assets,iv,Residential Buildings,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
1456,Details of Immovable Assets,v,Others,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
1456,Details of Immovable Assets,Total Current Market Value of (i) to (v) (as per Affidavit),Nil,Nil,Nil,Nil,Nil,Nil,Nil,,
1456,Details of Immovable Assets,Totals Calculated,Nil,Nil,Nil,Nil,Nil,Nil,Nil,,
1459,Details of Immovable Assets,i,Agricultural Land,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
1459,Details of Immovable Assets,ii,Non Agricultural Land,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
1459,Details of Immovable Assets,iii,Commercial Buildings,"Land And Building Medavakkam Total Area 1200 Sq Ft Built Up Area Whether Inherited N Purchase Date 0000-00-00 Purchase Cost 0.00 Development Cost 0.00 80,85,168 80 Lacs+ Land And Building Thirukkazhukkun Total Area 2000 Sq Ft Built Up Area Whether Inherited N Purchase Date 0000-00-00 Purchase Cost 0.00 Development Cost 0.00 23,57,362 23 Lacs+ Land and Building Perambur Total Area 750 Sq Ft Built Up Area Whether Inherited N Purchase Date 0000-00-00 Purchase Cost 0.00 Development Cost 0.00 30,30,000 30 Lacs+","Land and Building Sirikundram Village Total Area 1700 Sq Ft Built Up Area Whether Inherited N Purchase Date 0000-00-00 Purchase Cost 0.00 Development Cost 0.00 2,85,640 2 Lacs+ Land Veerakuppam Total Area 950 Sq Ft Built Up Area Whether Inherited N Purchase Date 0000-00-00 Purchase Cost 0.00 Development Cost 0.00 2,85,640 2 Lacs+ Land Venkatamanga Total Area 1200 Sq Ft Built Up Area Whether Inherited N Purchase Date 0000-00-00 Purchase Cost 0.00 Development Cost 0.00 16,80,680 16 Lacs+ Land Kolathur Total Area 1260 Sq Ft Built Up Area Whether Inherited N Purchase Date 0000-00-00 Purchase Cost 0.00 Development Cost 0.00 3,05,300 3 Lacs+",Nil,Nil,Nil,Nil,"Rs 1,60,29,790 1 Crore+",160297901.0
1459,Details of Immovable Assets,iv,Residential Buildings,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
1459,Details of Immovable Assets,v,Others,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
1459,Details of Immovable Assets,Total Current Market Value of (i) to (v) (as per Affidavit),"1,34,72,530 1 Crore+","25,57,260 25 Lacs+",Nil,Nil,Nil,Nil,"Rs 1,60,29,790 1 Crore+",,
1459,Details of Immovable Assets,Totals Calculated,"Rs 1,34,72,530 1 Crore+","Rs 25,57,260 25 Lacs+",Nil,Nil,Nil,Nil,"Rs 1,60,29,790 1 Crore+",,
1457,Details of Immovable Assets,i,Agricultural Land,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
1457,Details of Immovable Assets,ii,Non Agricultural Land,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
1457,Details of Immovable Assets,iii,Commercial Buildings,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
1457,Details of Immovable Assets,iv,Residential Buildings,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
1457,Details of Immovable Assets,v,Others,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
1457,Details of Immovable Assets,Total Current Market Value of (i) to (v) (as per Affidavit),Nil,Nil,Nil,Nil,Nil,Nil,Nil,,
1457,Details of Immovable Assets,Totals Calculated,Nil,Nil,Nil,Nil,Nil,Nil,Nil,,
1441,Details of Immovable Assets,i,Agricultural Land,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
1441,Details of Immovable Assets,ii,Non Agricultural Land,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
1441,Details of Immovable Assets,iii,Commercial Buildings,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
1441,Details of Immovable Assets,iv,Residential Buildings,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
1441,Details of Immovable Assets,v,Others,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
1441,Details of Immovable Assets,Total Current Market Value of (i) to (v) (as per Affidavit),Nil,Nil,Nil,Nil,Nil,Nil,Nil,,
1441,Details of Immovable Assets,Totals Calculated,Nil,Nil,Nil,Nil,Nil,Nil,Nil,,
1450,Details of Immovable Assets,i,Agricultural Land,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
1450,Details of Immovable Assets,ii,Non Agricultural Land,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
1450,Details of Immovable Assets,iii,Commercial Buildings,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
1450,Details of Immovable Assets,iv,Residential Buildings,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
1450,Details of Immovable Assets,v,Others,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
1450,Details of Immovable Assets,Total Current Market Value of (i) to (v) (as per Affidavit),Nil,Nil,Nil,Nil,Nil,Nil,Nil,,
1450,Details of Immovable Assets,Totals Calculated,Nil,Nil,Nil,Nil,Nil,Nil,Nil,,
1443,Details of Immovable Assets,i,Agricultural Land,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
1443,Details of Immovable Assets,ii,Non Agricultural Land,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
1443,Details of Immovable Assets,iii,Commercial Buildings,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
1443,Details of Immovable Assets,iv,Residential Buildings,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
1443,Details of Immovable Assets,v,Others,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
1443,Details of Immovable Assets,Total Current Market Value of (i) to (v) (as per Affidavit),Nil,Nil,Nil,Nil,Nil,Nil,Nil,,
1443,Details of Immovable Assets,Totals Calculated,Nil,Nil,Nil,Nil,Nil,Nil,Nil,,
1449,Details of Immovable Assets,i,Agricultural Land,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
1449,Details of Immovable Assets,ii,Non Agricultural Land,Nil,"Thirumulaivo Yal Village Avadi Taluk Sy No.13/9 Total Area 2525Sqft Built Up Area Whether Inherited N Purchase Date 2013-02-15 Purchase Cost 1000000.00 Development Cost 0.00 20,00,000 20 Lacs+",Nil,Nil,Nil,Nil,"Rs 20,00,000 20 Lacs+",200000020.0
1449,Details of Immovable Assets,iii,Commercial Buildings,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
1449,Details of Immovable Assets,iv,Residential Buildings,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
1449,Details of Immovable Assets,v,Others,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
1449,Details of Immovable Assets,Total Current Market Value of (i) to (v) (as per Affidavit),Nil,"20,00,000 20 Lacs+",Nil,Nil,Nil,Nil,"Rs 20,00,000 20 Lacs+",,
1449,Details of Immovable Assets,Totals Calculated,Nil,"Rs 20,00,000 20 Lacs+",Nil,Nil,Nil,Nil,"Rs 20,00,000 20 Lacs+",,
1445,Details of Immovable Assets,i,Agricultural Land,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
1445,Details of Immovable Assets,ii,Non Agricultural Land,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
1445,Details of Immovable Assets,iii,Commercial Buildings,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
1445,Details of Immovable Assets,iv,Residential Buildings,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
1445,Details of Immovable Assets,v,Others,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
1445,Details of Immovable Assets,Total Current Market Value of (i) to (v) (as per Affidavit),Nil,Nil,Nil,Nil,Nil,Nil,Nil,,
1445,Details of Immovable Assets,Totals Calculated,Nil,Nil,Nil,Nil,Nil,Nil,Nil,,
1446,Details of Immovable Assets,i,Agricultural Land,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
1446,Details of Immovable Assets,ii,Non Agricultural Land,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
1446,Details of Immovable Assets,iii,Commercial Buildings,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
1446,Details of Immovable Assets,iv,Residential Buildings,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
1446,Details of Immovable Assets,v,Others,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
1446,Details of Immovable Assets,Total Current Market Value of (i) to (v) (as per Affidavit),Nil,Nil,Nil,Nil,Nil,Nil,Nil,,
1446,Details of Immovable Assets,Totals Calculated,Nil,Nil,Nil,Nil,Nil,Nil,Nil,,
1463,Details of Immovable Assets,i,Agricultural Land,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
1463,Details of Immovable Assets,ii,Non Agricultural Land,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
1463,Details of Immovable Assets,iii,Commercial Buildings,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
1463,Details of Immovable Assets,iv,Residential Buildings,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
1463,Details of Immovable Assets,v,Others,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
1463,Details of Immovable Assets,Total Current Market Value of (i) to (v) (as per Affidavit),Nil,Nil,Nil,Nil,Nil,Nil,Nil,,
1463,Details of Immovable Assets,Totals Calculated,Nil,Nil,Nil,Nil,Nil,Nil,Nil,,
3983,Details of Immovable Assets,i,Agricultural Land,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
3983,Details of Immovable Assets,ii,Non Agricultural Land,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
3983,Details of Immovable Assets,iii,Commercial Buildings,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
3983,Details of Immovable Assets,iv,Residential Buildings,"Kodambakkam Chennai 27 28/2, 29/1 Total Area 232 sq.ft Built Up Area Whether Inherited N Purchase Date 2022-01-27 Purchase Cost 400000.00 Development Cost 0.00 5,00,000 5 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 5,00,000 5 Lacs+",5000005.0
3983,Details of Immovable Assets,v,Others,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
3983,Details of Immovable Assets,Total Current Market Value of (i) to (v) (as per Affidavit),"5,00,000 5 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 5,00,000 5 Lacs+",,
3983,Details of Immovable Assets,Totals Calculated,"Rs 5,00,000 5 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 5,00,000 5 Lacs+",,
379,Details of Immovable Assets,i,Agricultural Land,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
379,Details of Immovable Assets,ii,Non Agricultural Land,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
379,Details of Immovable Assets,iii,Commercial Buildings,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
379,Details of Immovable Assets,iv,Residential Buildings,"Kootambuli Kumaragiri Village Thoothukudi Sy No.503/1A Total Area 2175 sqft Built Up Area 800 sqft Whether Inherited N Purchase Date 2013-04-25 Purchase Cost 196000.00 Development Cost 2000000.00 30,00,000 30 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 30,00,000 30 Lacs+",300000030.0
379,Details of Immovable Assets,v,Others,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
379,Details of Immovable Assets,Total Current Market Value of (i) to (v) (as per Affidavit),"30,00,000 30 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 30,00,000 30 Lacs+",,
379,Details of Immovable Assets,Totals Calculated,"Rs 30,00,000 30 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 30,00,000 30 Lacs+",,
3987,Details of Immovable Assets,i,Agricultural Land,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
3987,Details of Immovable Assets,ii,Non Agricultural Land,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
3987,Details of Immovable Assets,iii,Commercial Buildings,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
3987,Details of Immovable Assets,iv,Residential Buildings,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
3987,Details of Immovable Assets,v,Others,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
3987,Details of Immovable Assets,Total Current Market Value of (i) to (v) (as per Affidavit),Nil,Nil,Nil,Nil,Nil,Nil,Nil,,
3987,Details of Immovable Assets,Totals Calculated,Nil,Nil,Nil,Nil,Nil,Nil,Nil,,
3990,Details of Immovable Assets,i,Agricultural Land,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
3990,Details of Immovable Assets,ii,Non Agricultural Land,Nil,"Netaji Avenue Thiruvallur Nelkunnam, 469/36 Total Area 500 acrs Built Up Area Whether Inherited N Purchase Date 0000-00-00 Purchase Cost 0.00 Development Cost 0.00 14,75,000 14 Lacs+",Nil,Nil,Nil,Nil,"Rs 14,75,000 14 Lacs+",147500014.0
3990,Details of Immovable Assets,iii,Commercial Buildings,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
3990,Details of Immovable Assets,iv,Residential Buildings,Nil,"Reddy Street, Nelkundra, Chennai 469/3 Total Area 1308 sqft Built Up Area 2500 sqft Whether Inherited N Purchase Date 0000-00-00 Purchase Cost 0.00 Development Cost 0.00 95,97,000 95 Lacs+",Nil,Nil,Nil,Nil,"Rs 95,97,000 95 Lacs+",959700095.0
3990,Details of Immovable Assets,v,Others,Nil,"Total Area Built Up Area Whether Inherited N Purchase Date 0000-00-00 Purchase Cost 0.00 Development Cost 0.00 75,000 75 Thou+",Nil,Nil,Nil,Nil,"Rs 75,000 75 Thou+",7500075.0
3990,Details of Immovable Assets,Total Current Market Value of (i) to (v) (as per Affidavit),Nil,"1,11,77,000 1 Crore+",Nil,Nil,Nil,Nil,"Rs 1,11,77,000 1 Crore+",,
3990,Details of Immovable Assets,Totals Calculated,Nil,"Rs 1,11,47,000 1 Crore+",Nil,Nil,Nil,Nil,"Rs 1,11,47,000 1 Crore+",,
230,Details of Immovable Assets,i,Agricultural Land,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
230,Details of Immovable Assets,ii,Non Agricultural Land,Nil,Total Area Built Up Area Whether Inherited N Purchase Date 0000-00-00 Purchase Cost 80000.00 Development Cost 0.00 0*(Value Not Given),Nil,Nil,Nil,Nil,Rs 0,0.0
230,Details of Immovable Assets,iii,Commercial Buildings,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
230,Details of Immovable Assets,iv,Residential Buildings,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
230,Details of Immovable Assets,v,Others,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
230,Details of Immovable Assets,Total Current Market Value of (i) to (v) (as per Affidavit),Nil,0,Nil,Nil,Nil,Nil,Rs 0,,
230,Details of Immovable Assets,Totals Calculated,Nil,Rs 0,Nil,Nil,Nil,Nil,Rs 0,,
3984,Details of Immovable Assets,i,Agricultural Land,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
3984,Details of Immovable Assets,ii,Non Agricultural Land,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
3984,Details of Immovable Assets,iii,Commercial Buildings,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
3984,Details of Immovable Assets,iv,Residential Buildings,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
3984,Details of Immovable Assets,v,Others,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
3984,Details of Immovable Assets,Total Current Market Value of (i) to (v) (as per Affidavit),Nil,Nil,Nil,Nil,Nil,Nil,Nil,,
3984,Details of Immovable Assets,Totals Calculated,Nil,Nil,Nil,Nil,Nil,Nil,Nil,,
3986,Details of Immovable Assets,i,Agricultural Land,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
3986,Details of Immovable Assets,ii,Non Agricultural Land,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
3986,Details of Immovable Assets,iii,Commercial Buildings,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
3986,Details of Immovable Assets,iv,Residential Buildings,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
3986,Details of Immovable Assets,v,Others,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
3986,Details of Immovable Assets,Total Current Market Value of (i) to (v) (as per Affidavit),Nil,Nil,Nil,Nil,Nil,Nil,Nil,,
3986,Details of Immovable Assets,Totals Calculated,Nil,Nil,Nil,Nil,Nil,Nil,Nil,,
869,Details of Immovable Assets,i,Agricultural Land,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
869,Details of Immovable Assets,ii,Non Agricultural Land,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
869,Details of Immovable Assets,iii,Commercial Buildings,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
869,Details of Immovable Assets,iv,Residential Buildings,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
869,Details of Immovable Assets,v,Others,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
869,Details of Immovable Assets,Total Current Market Value of (i) to (v) (as per Affidavit),Nil,Nil,Nil,Nil,Nil,Nil,Nil,,
869,Details of Immovable Assets,Totals Calculated,Nil,Nil,Nil,Nil,Nil,Nil,Nil,,
377,Details of Immovable Assets,i,Agricultural Land,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
377,Details of Immovable Assets,ii,Non Agricultural Land,"Siruvanjur Village Kunradur (T) Kanchipuram (D) Sy No. 241/3A2 120/G, 120/H Total Area 1512 Built Up Area Whether Inherited N Purchase Date 2024-02-14 Purchase Cost 604800.00 Development Cost 0.00 7,00,000 7 Lacs+ Thiruvallur 24/1A1A, 77&78 Total Area 1251 Built Up Area Whether Inherited N Purchase Date 2026-01-30 Purchase Cost 250200.00 Development Cost 0.00 2,50,200 2 Lacs+","Vathur Village Thiruvallur SyNo. 218 Total Area 32670 Built Up Area Whether Inherited N Purchase Date 2023-09-27 Purchase Cost 750000.00 Development Cost 0.00 8,00,000 8 Lacs+ Cattle Village Katpadi Vellore(D) Sy No. 415/3A 415/3B 415/3C Plot No. 23 Total Area 1220 Built Up Area Whether Inherited N Purchase Date 2015-10-28 Purchase Cost 305500.00 Development Cost 0.00 4,50,000 4 Lacs+ Vallam Village Thiruperumbudr (T) Kanchipuram (D) 131/2, Plot No. 29 Total Area 7200 Built Up Area Whether Inherited N Purchase Date 2022-01-21 Purchase Cost 972000.00 Development Cost 0.00 11,00,000 11 Lacs+",Nil,Nil,Nil,Nil,"Rs 33,00,200 33 Lacs+",330020033.0
377,Details of Immovable Assets,iii,Commercial Buildings,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
377,Details of Immovable Assets,iv,Residential Buildings,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
377,Details of Immovable Assets,v,Others,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
377,Details of Immovable Assets,Total Current Market Value of (i) to (v) (as per Affidavit),"9,50,200 9 Lacs+","23,50,000 23 Lacs+",Nil,Nil,Nil,Nil,"Rs 33,00,200 33 Lacs+",,
377,Details of Immovable Assets,Totals Calculated,"Rs 9,50,200 9 Lacs+","Rs 23,50,000 23 Lacs+",Nil,Nil,Nil,Nil,"Rs 33,00,200 33 Lacs+",,
231,Details of Immovable Assets,i,Agricultural Land,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
231,Details of Immovable Assets,ii,Non Agricultural Land,Nil,Nil,Nil,"Survey No 200/2A1C Morai Village Avadi Panchayat Union Total Area 1037.50sqft Built Up Area Whether Inherited N Purchase Date 2026-03-25 Purchase Cost 600000.00 Development Cost 0.00 8,00,000 8 Lacs+",Nil,Nil,"Rs 8,00,000 8 Lacs+",8000008.0
231,Details of Immovable Assets,iii,Commercial Buildings,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
231,Details of Immovable Assets,iv,Residential Buildings,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
231,Details of Immovable Assets,v,Others,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
231,Details of Immovable Assets,Total Current Market Value of (i) to (v) (as per Affidavit),Nil,Nil,Nil,"8,00,000 8 Lacs+",Nil,Nil,"Rs 8,00,000 8 Lacs+",,
231,Details of Immovable Assets,Totals Calculated,Nil,Nil,Nil,"Rs 8,00,000 8 Lacs+",Nil,Nil,"Rs 8,00,000 8 Lacs+",,
870,Details of Immovable Assets,i,Agricultural Land,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
870,Details of Immovable Assets,ii,Non Agricultural Land,"Kullakundu Village, Nilakottai Circle, Dindigul District, No.190/1 Total Area 17424 Built Up Area Whether Inherited N Purchase Date 2011-07-25 Purchase Cost 226000.00 Development Cost 0.00 5,00,000 5 Lacs+","Thiruverkadoo Village, Poonthamalli Circle, Thiruvallur District, Survey No. 152, Plot No.30qq Total Area 1000 Built Up Area Whether Inherited N Purchase Date 2021-03-01 Purchase Cost 940000.00 Development Cost 0.00 13,00,000 13 Lacs+",Nil,Nil,Nil,Nil,"Rs 18,00,000 18 Lacs+",180000018.0
870,Details of Immovable Assets,iii,Commercial Buildings,"Koyambedu Village. Amaintakarai taluk Chennai District, Block No. 65, City Field No. 2, Bard Shop No.sq.ft F/A 117 425.98 sq.ft Total Area 287.83 Built Up Area Whether Inherited N Purchase Date 2024-04-30 Purchase Cost 3500000.00 Development Cost 0.00 38,50,000 38 Lacs+","Koyambedu Village. Amaintakarai taluk Chennai District, Block No. 65, City Field No. 2, Bard Shop No.sq.ft F/A 117 425.98 sq.ft Total Area 287.83 sq.ft Built Up Area Whether Inherited N Purchase Date 2025-11-09 Purchase Cost 3850000.00 Development Cost 0.00 38,50,000 38 Lacs+",Nil,Nil,Nil,Nil,"Rs 77,00,000 77 Lacs+",770000077.0
870,Details of Immovable Assets,iv,Residential Buildings,"Koladi village, Nilakottai taluk, Dindigul district. Survey 133/37, land no. 87 , 88 Total Area 384 Built Up Area 1000 Whether Inherited N Purchase Date 2022-03-04 Purchase Cost 2376000.00 Development Cost 0.00 28,00,000 28 Lacs+","Pallapatti Village, Nilakottai Taluk, Dindigul District, Survey Total Area 972 Built Up Area 972 Whether Inherited N Purchase Date 2021-11-10 Purchase Cost 400000.00 Development Cost 0.00 6,00,000 6 Lacs+",Nil,Nil,Nil,Nil,"Rs 34,00,000 34 Lacs+",340000034.0
870,Details of Immovable Assets,v,Others,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
870,Details of Immovable Assets,Total Current Market Value of (i) to (v) (as per Affidavit),"71,50,000 71 Lacs+","57,50,000 57 Lacs+",Nil,Nil,Nil,Nil,"Rs 1,29,00,000 1 Crore+",,
870,Details of Immovable Assets,Totals Calculated,"Rs 71,50,000 71 Lacs+","Rs 57,50,000 57 Lacs+",Nil,Nil,Nil,Nil,"Rs 1,29,00,000 1 Crore+",,
1328,Details of Immovable Assets,i,Agricultural Land,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
1328,Details of Immovable Assets,ii,Non Agricultural Land,"JP Nellai, Pattinam Ramayanpatti Village Sy No. 462, Vacant Land Total Area 2400 sqft Built Up Area Whether Inherited N Purchase Date 0000-00-00 Purchase Cost 56740.00 Development Cost 0.00 7,55,000 7 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 7,55,000 7 Lacs+",7550007.0
1328,Details of Immovable Assets,iii,Commercial Buildings,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
1328,Details of Immovable Assets,iv,Residential Buildings,"Flat No. 33 Ganga Nagar First Street, Job Parangipettai, Chennai - 83, Town Survey - 75/8, DOC No. 2340/2024 Total Area 2400 sqft Built Up Area 4000 sqft Whether Inherited N Purchase Date 2024-07-30 Purchase Cost 30000000.00 Development Cost 2780000.00 3,27,80,000 3 Crore+",Nil,Nil,Nil,Nil,Nil,"Rs 3,27,80,000 3 Crore+",327800003.0
1328,Details of Immovable Assets,v,Others,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
1328,Details of Immovable Assets,Total Current Market Value of (i) to (v) (as per Affidavit),"3,35,35,000 3 Crore+",Nil,Nil,Nil,Nil,Nil,"Rs 3,35,35,000 3 Crore+",,
1328,Details of Immovable Assets,Totals Calculated,"Rs 3,35,35,000 3 Crore+",Nil,Nil,Nil,Nil,Nil,"Rs 3,35,35,000 3 Crore+",,
3991,Details of Immovable Assets,i,Agricultural Land,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
3991,Details of Immovable Assets,ii,Non Agricultural Land,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
3991,Details of Immovable Assets,iii,Commercial Buildings,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
3991,Details of Immovable Assets,iv,Residential Buildings,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
3991,Details of Immovable Assets,v,Others,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
3991,Details of Immovable Assets,Total Current Market Value of (i) to (v) (as per Affidavit),Nil,Nil,Nil,Nil,Nil,Nil,Nil,,
3991,Details of Immovable Assets,Totals Calculated,Nil,Nil,Nil,Nil,Nil,Nil,Nil,,
3992,Details of Immovable Assets,i,Agricultural Land,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
3992,Details of Immovable Assets,ii,Non Agricultural Land,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
